Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Silica (mg/L),Secchi Disc Depth (M),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Total Nitrogen (mg/L),Total Phosphorus (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L),label
1,1.2,0.17,0.6,94.0,1400.0,1400,0.016,0.097,0.027,0.9,32.0,1.0,1.2,7.0,16.8,0.28,0.59,0.7,0.07,10.5,0.005,2.0,drinkable
2,1.2,0.17,0.8,96.0,900.0,1100,0.016,0.094,0.027,0.4,32.1,0.99,1.2,6.5,16.7,0.28,0.36,0.47,0.05,10.2,0.005,1.5,drinkable
0,0.4,0.2,0.7,64.0,450.0,510,0.009,0.042,0.048,0.2,32.9,0.91,1.2,12.0,15.9,0.25,0.49,0.54,0.07,13.0,0.008,2.0,drinkable
1,0.5,0.21,0.4,68.0,1000.0,1100,0.01,0.039,0.039,0.4,32.9,0.82,1.2,12.0,15.9,0.26,0.52,0.57,0.06,12.5,0.008,2.5,drinkable
2,0.5,0.12,0.3,82.0,890.0,920,0.012,0.036,0.023,1.1,33.3,0.72,1.2,47.0,16.2,0.17,0.39,0.44,0.05,48.5,0.006,5.0,drinkable
0,0.7,0.27,1.0,69.0,400.0,400,0.011,0.039,0.048,0.2,33.1,0.76,1.5,5.0,16.9,0.32,0.65,0.7,0.07,4.1,0.01,1.5,drinkable
1,0.6,0.27,0.4,70.0,800.0,900,0.012,0.038,0.048,0.3,33.1,0.74,1.5,5.0,16.9,0.32,0.68,0.73,0.06,4.7,0.01,1.5,drinkable
2,0.8,0.27,0.8,70.0,1000.0,1100,0.009,0.037,0.044,0.2,33.1,0.7,1.5,6.0,16.8,0.32,0.65,0.7,0.07,4.0,0.01,1.0,drinkable
0,0.5,0.21,0.2,66.0,9000.0,9600,0.011,0.061,0.033,0.6,32.3,0.94,1.1,7.0,18.2,0.28,0.42,0.49,0.04,12.0,0.008,1.5,drinkable
1,0.5,0.26,0.2,68.0,1000.0,1000,0.012,0.059,0.04,0.7,32.3,0.99,1.1,8.0,18.2,0.33,0.51,0.58,0.06,21.0,0.009,2.0,drinkable
2,0.5,0.12,0.2,82.0,7400.0,8000,0.009,0.047,0.028,1.2,32.4,0.86,1.1,5.0,18.0,0.18,0.35,0.41,0.04,22.0,0.005,1.0,drinkable
0,0.7,0.15,0.9,,310.0,320,0.008,0.06,0.026,0.7,32.5,0.8,1.1,5.5,,0.22,0.45,0.52,0.05,10.2,,1.0,non consumable
1,0.6,0.084,0.7,,500.0,600,0.009,0.068,0.02,0.9,32.6,0.81,1.1,2.0,,0.16,0.34,0.42,0.03,6.5,,1.5,non consumable
2,0.7,0.15,0.7,,290.0,310,0.009,0.06,0.03,0.3,32.7,0.86,1.1,4.5,,0.22,0.48,0.55,0.03,13.0,,1.5,non consumable
0,0.8,0.34,2.6,63.0,2300.0,2400,0.016,0.095,0.049,0.7,30.9,0.81,1.1,5.0,22.3,0.45,0.66,0.77,0.07,13.2,0.019,0.5,good for marine life
1,0.8,0.31,1.6,65.0,2300.0,2500,0.014,0.088,0.041,0.9,31.1,0.73,1.1,3.5,22.3,0.41,0.56,0.66,0.07,12.0,0.018,1.5,good for marine life
2,0.8,0.34,1.9,83.0,2000.0,2400,0.016,0.093,0.046,1.6,31.9,0.77,1.1,3.5,22.0,0.45,0.85,0.96,0.08,13.2,0.016,1.0,drinkable
0,1.5,0.005,11.0,109.0,,nan,0.006,0.045,0.005,2.4,31.4,0.07,1.8,2.0,24.1,0.06,0.25,0.3,0.02,4.4,0.001,1.0,drinkable
1,1,0.02,7.2,93.0,100.0,100,0.008,0.063,0.013,1.3,31.9,0.19,1.8,3.0,23.8,0.09,0.28,0.35,0.02,5.2,0.002,0.5,drinkable
2,0.7,0.016,9.3,89.0,,nan,0.009,0.056,0.015,2.5,32.1,0.1,1.8,4.0,23.8,0.08,0.3,0.37,0.02,5.5,0.002,0.5,drinkable
0,0.4,1.9,15.0,66.0,100.0,100,0.004,0.011,0.23,2.1,29.0,3.4,1.8,2.5,24.8,1.92,3.1,3.12,0.37,7.9,0.106,2.0,good for marine life
1,0.1,1.4,2.5,76.0,,nan,0.003,0.011,0.17,1.9,31.5,2.4,1.8,2.5,24.7,1.41,2.0,2.01,0.24,8.1,0.078,1.5,drinkable
2,0.6,1.4,4.3,57.0,,nan,0.005,0.013,0.16,1.9,31.2,2.1,1.8,4.5,25.2,1.42,1.8,1.82,0.24,8.7,0.079,4.5,good for marine life
0,1,0.024,13.0,111.0,,nan,0.013,0.25,0.005,1.7,19.1,2.3,1.2,3.5,25.7,0.29,0.26,0.52,0.02,6.2,0.005,0.5,good for marine life
1,1,0.016,20.0,114.0,,nan,0.01,0.1,0.007,0.3,25.6,0.49,1.2,3.5,25.1,0.13,0.33,0.44,0.04,4.6,0.002,0.5,good for marine life
2,1.2,0.031,20.0,90.0,,nan,0.01,0.097,0.006,1.1,26.5,0.59,1.2,4.5,24.6,0.14,0.31,0.42,0.03,6.0,0.004,1.0,drinkable
0,1.1,0.076,1.9,69.0,30.0,40,0.013,0.072,0.009,0.2,28.0,0.86,1.6,3.5,26.7,0.16,0.24,0.33,0.03,5.5,0.009,0.5,good for marine life
1,0.8,0.091,1.5,65.0,70.0,80,0.012,0.066,0.011,1.0,29.4,0.82,1.6,0.5,26.3,0.17,0.4,0.48,0.03,4.9,0.01,0.5,good for marine life
2,1,0.093,1.7,70.0,90.0,90,0.012,0.049,0.006,0.3,30.8,0.62,1.6,6.0,26.3,0.15,0.29,0.35,0.04,7.2,0.01,1.0,good for marine life
0,1.6,0.013,15.0,95.0,,nan,0.018,0.14,0.009,3.4,24.7,2.1,1.7,3.5,27.4,0.17,0.27,0.43,0.04,5.7,0.003,1.5,good for marine life
1,1.8,0.018,17.0,93.0,,nan,0.017,0.11,0.018,4.0,24.9,1.5,1.7,4.5,27.3,0.15,0.19,0.32,0.04,7.5,0.005,1.5,good for marine life
2,2.5,0.015,17.0,99.0,,nan,0.015,0.1,0.011,5.0,25.9,1.5,1.7,6.5,27.4,0.13,0.25,0.37,0.04,8.9,0.004,1.5,good for marine life
0,1,0.057,4.7,87.0,60.0,60,0.038,0.18,0.03,0.2,26.4,1.9,1.4,3.5,27.8,0.28,0.36,0.58,0.04,6.0,0.009,1.0,drinkable
1,0.9,0.048,3.3,85.0,330.0,330,0.035,0.17,0.02,0.3,27.3,1.8,1.4,5.5,27.5,0.25,0.39,0.6,0.02,8.0,0.008,1.0,good for marine life
2,0.9,0.05,2.8,79.0,40.0,40,0.035,0.15,0.018,0.8,28.7,1.8,1.4,6.5,27.2,0.24,0.34,0.53,0.04,10.0,0.008,1.0,good for marine life
0,0.9,0.012,12.0,86.0,100.0,100,0.025,0.09,0.005,0.8,30.3,0.69,2.8,2.0,26.0,0.13,0.32,0.44,0.02,2.8,0.002,1.5,good for marine life
1,0.9,0.005,13.0,85.0,100.0,100,0.019,0.083,0.008,1.1,30.5,0.79,2.8,1.5,25.8,0.11,0.2,0.3,0.02,2.5,0.001,1.5,good for marine life
2,1,0.015,13.0,78.0,,nan,0.022,0.084,0.005,1.5,31.2,0.76,2.8,2.5,25.5,0.12,0.16,0.27,0.02,2.5,0.003,1.5,good for marine life
0,0.4,0.03,4.7,62.0,310.0,310,0.04,0.12,0.019,0.2,30.6,1.4,1.3,9.5,25.0,0.19,0.19,0.35,0.02,6.4,0.006,2.0,good for marine life
1,0.6,0.007,3.4,57.0,220.0,230,0.038,0.12,0.013,0.3,30.7,1.4,1.3,6.0,25.0,0.17,0.18,0.34,0.02,6.5,0.001,0.5,good for marine life
2,0.4,0.019,35.0,54.0,80.0,80,0.045,0.14,0.02,13.0,30.9,1.6,1.3,16.0,24.9,0.2,0.19,0.38,0.03,6.0,0.003,2.0,good for marine life
0,3.5,0.09,18.0,103.0,800.0,800,0.02,0.05,0.017,9.2,29.4,0.71,1.3,5.0,28.4,0.16,0.3,0.37,0.02,2.8,0.018,3.5,good for marine life
1,3.2,0.086,14.0,102.0,2700.0,2700,0.022,0.058,0.015,7.7,29.5,0.78,1.3,5.0,28.3,0.17,0.34,0.42,0.03,2.4,0.016,3.5,good for marine life
2,3,0.08,12.0,92.0,500.0,500,0.021,0.051,0.014,9.5,29.8,0.92,1.3,4.5,27.8,0.15,0.24,0.31,0.03,2.4,0.015,3.0,good for marine life
0,1.2,0.13,0.6,64.0,410.0,410,0.018,0.034,0.02,0.9,31.2,1.2,0.9,15.0,28.1,0.18,0.33,0.38,0.04,12.2,0.02,3.5,good for marine life
1,0.9,0.13,0.8,63.0,410.0,420,0.018,0.034,0.016,0.7,31.2,1.2,0.9,14.0,28.1,0.18,0.32,0.37,0.05,23.0,0.02,2.0,good for marine life
2,1.1,0.12,1.4,63.0,180.0,190,0.018,0.04,0.02,0.2,31.3,1.2,0.9,17.0,28.1,0.18,0.26,0.32,0.05,17.1,0.018,2.0,good for marine life
0,0.3,0.15,0.7,68.0,100.0,100,0.028,0.059,0.022,0.3,31.9,1.1,0.9,8.5,27.6,0.24,0.27,0.36,0.06,4.5,0.02,1.5,good for marine life
1,0.1,0.13,0.5,68.0,,nan,0.027,0.061,0.025,0.4,31.9,0.99,0.9,4.5,27.5,0.22,0.42,0.51,0.04,5.0,0.017,1.0,good for marine life
2,0.4,0.17,0.7,66.0,,nan,0.026,0.063,0.049,1.2,31.9,0.86,0.9,20.0,27.4,0.26,0.3,0.39,0.06,14.2,0.023,2.0,good for marine life
0,0.2,0.05,0.7,78.0,300.0,300,0.053,0.074,0.023,1.2,32.6,1.3,0.8,14.0,25.8,0.18,0.19,0.32,0.06,12.0,0.007,2.0,drinkable
1,0.4,0.063,0.9,78.0,800.0,800,0.055,0.072,0.02,1.0,32.5,1.3,0.8,13.0,25.7,0.19,0.21,0.34,0.03,10.6,0.008,2.0,drinkable
2,0.3,0.058,0.6,78.0,30.0,400,0.054,0.071,0.024,1.6,32.5,1.3,0.8,19.0,25.7,0.18,0.12,0.25,0.05,14.0,0.008,2.5,drinkable
0,0.1,0.077,2.2,92.0,100.0,100,0.03,0.099,0.02,0.6,31.9,0.36,1.2,10.0,25.1,0.21,0.28,0.41,0.03,7.0,0.012,2.0,good for marine life
1,0.3,0.061,1.5,92.0,300.0,400,0.025,0.093,0.019,1.3,31.9,0.36,1.2,11.0,25.1,0.18,0.3,0.42,0.02,6.5,0.009,2.0,good for marine life
2,0.1,0.061,1.9,92.0,100.0,100,0.029,0.092,0.02,0.9,31.9,0.31,1.2,10.0,25.1,0.18,0.25,0.37,0.03,11.5,0.01,2.0,good for marine life
0,0.2,0.1,2.8,80.0,200.0,260,0.009,0.044,0.024,1.5,31.7,0.35,0.7,20.0,23.5,0.15,0.28,0.33,0.06,11.0,0.01,2.5,drinkable
1,0.6,0.11,3.6,80.0,400.0,400,0.007,0.023,0.023,0.6,31.7,0.44,0.7,23.0,23.5,0.14,0.22,0.25,0.05,11.1,0.011,3.5,drinkable
2,0.3,0.054,3.0,79.0,,nan,0.008,0.029,0.021,2.0,31.8,0.44,0.7,40.0,23.5,0.09,0.33,0.37,0.04,33.0,0.006,5.5,drinkable
0,0.9,0.005,0.7,83.0,,nan,0.045,0.009,0.01,0.6,31.8,0.75,1.2,7.0,21.2,0.06,0.26,0.31,0.04,6.8,0.001,1.5,drinkable
1,0.8,0.005,1.0,84.0,100.0,100,0.044,0.022,0.01,0.7,31.8,0.7,1.2,7.5,21.2,0.07,0.34,0.41,0.02,4.9,0.001,2.0,drinkable
2,0.8,0.005,0.6,84.0,100.0,100,0.048,0.021,0.01,0.7,31.8,0.72,1.2,8.0,21.2,0.07,0.34,0.41,0.02,5.6,0.001,2.0,drinkable
0,1.2,0.051,4.5,80.0,,nan,0.044,0.077,0.023,0.5,31.6,0.77,1.3,26.0,19.7,0.17,0.5,0.62,0.07,8.2,0.004,5.5,drinkable
1,1.1,0.044,2.9,80.0,,nan,0.045,0.078,0.034,0.8,31.6,0.72,1.3,13.0,19.7,0.17,0.49,0.61,0.08,9.0,0.004,2.5,drinkable
2,1.2,0.086,2.1,79.0,,nan,0.048,0.084,0.03,0.7,31.6,0.83,1.3,13.0,19.6,0.22,0.6,0.73,0.1,10.7,0.007,1.5,drinkable
0,0.8,0.18,1.2,83.0,400.0,600,0.022,0.064,0.045,0.2,31.8,1.1,1.2,19.0,18.2,0.27,0.6,0.69,0.06,11.2,0.009,4.0,drinkable
1,1,0.1,1.1,83.0,200.0,200,0.023,0.065,0.028,0.4,31.8,0.98,1.2,12.0,18.3,0.19,0.58,0.67,0.04,3.4,0.005,1.0,drinkable
2,0.8,0.079,1.1,83.0,600.0,800,0.022,0.065,0.023,0.6,31.8,1.1,1.2,18.0,18.2,0.17,1.0,1.09,0.06,7.3,0.004,3.5,drinkable
0,0.4,0.22,2.8,65.0,200.0,200,0.029,0.11,0.05,0.8,31.5,1.1,1.5,7.0,18.6,0.36,0.67,0.81,0.1,5.8,0.007,0.5,drinkable
1,0.2,0.17,1.6,63.0,100.0,100,0.03,0.1,0.046,0.8,31.5,1.1,1.5,8.0,18.5,0.3,0.56,0.69,0.07,8.0,0.006,6.5,drinkable
2,0.3,0.17,1.5,64.0,,nan,0.029,0.1,0.041,1.6,31.6,1.1,1.5,6.0,18.3,0.3,1.1,1.23,0.11,8.0,0.006,5.0,drinkable
0,0.5,0.1,0.9,74.0,200.0,200,0.018,0.065,0.031,0.2,30.5,0.93,1.5,3.5,16.7,0.18,0.42,0.5,0.04,3.0,0.005,1.0,drinkable
1,0.4,0.071,1.1,72.0,400.0,400,0.017,0.059,0.026,0.2,31.1,0.95,1.5,4.5,16.7,0.15,0.42,0.5,0.03,2.6,0.004,0.5,drinkable
2,0.3,0.044,0.2,74.0,100.0,100,0.016,0.057,0.018,0.8,31.3,0.85,1.5,3.5,16.7,0.12,0.36,0.43,0.03,2.7,0.002,0.5,drinkable
0,0.7,0.15,1.1,67.0,500.0,500,0.021,0.087,0.037,0.3,31.0,1.1,2.7,1.0,15.9,0.26,0.55,0.66,0.07,2.1,0.008,0.5,drinkable
1,0.6,0.15,1.3,66.0,100.0,100,0.022,0.09,0.035,0.2,31.0,1.1,2.7,1.5,15.9,0.26,0.93,1.04,0.07,2.2,0.008,0.5,drinkable
2,0.7,0.14,1.1,67.0,200.0,200,0.024,0.088,0.036,0.4,31.1,1.1,2.7,2.0,15.8,0.25,0.52,0.63,0.06,2.0,0.008,1.0,drinkable
0,0.5,0.11,0.3,112.0,600.0,600,0.014,0.064,0.032,0.7,28.8,0.97,1.2,7.0,18.3,0.19,0.38,0.46,0.07,4.6,0.015,1.5,good for marine life
1,0.6,0.12,0.5,106.0,500.0,700,0.012,0.062,0.031,0.4,28.9,0.94,1.2,3.0,18.3,0.19,0.46,0.53,0.06,4.9,0.017,1.5,good for marine life
2,0.7,0.12,0.3,103.0,200.0,200,0.016,0.074,0.035,1.0,28.9,1.0,1.2,10.0,18.3,0.21,0.35,0.44,0.07,20.0,0.017,2.0,good for marine life
0,0.5,0.17,0.5,84.0,300.0,300,0.013,0.076,0.035,0.2,31.3,1.2,1.4,4.0,16.3,0.26,0.46,0.55,0.06,3.2,0.013,1.5,good for marine life
1,0.4,0.047,1.3,75.0,,nan,0.009,0.056,0.019,0.2,31.4,0.99,1.4,7.0,16.3,0.11,0.42,0.49,0.07,2.7,0.004,3.0,good for marine life
2,0.2,0.054,0.8,71.0,200.0,200,0.002,0.08,0.033,1.1,31.5,1.2,1.4,4.0,16.2,0.14,0.42,0.5,0.07,5.1,0.005,1.5,good for marine life
0,0.6,0.097,4.8,90.0,,nan,0.016,0.084,0.027,2.9,31.4,0.71,1.6,2.0,18.1,0.2,0.49,0.59,0.05,3.6,0.009,0.5,good for marine life
1,0.4,0.093,2.4,87.0,100.0,100,0.017,0.11,0.024,3.2,31.4,0.69,1.6,3.0,18.0,0.22,0.51,0.64,0.05,4.2,0.008,1.0,good for marine life
2,0.2,0.091,4.5,81.0,,nan,0.016,0.1,0.022,2.6,31.4,1.1,1.6,4.0,17.9,0.21,0.54,0.66,0.11,3.8,0.008,0.5,good for marine life
0,0.6,0.23,1.3,61.0,5000.0,5000,0.019,0.14,0.045,0.2,30.0,0.88,1.8,2.5,20.7,0.39,0.66,0.82,0.06,2.7,0.009,1.0,good for marine life
1,0.6,0.23,1.0,60.0,4400.0,4800,0.019,0.11,0.047,0.9,30.2,0.94,1.8,2.0,20.6,0.36,0.65,0.78,0.07,3.4,0.011,1.5,good for marine life
2,0.3,0.19,0.8,64.0,3900.0,4300,0.016,0.1,0.039,0.5,31.4,0.85,1.8,4.5,20.1,0.31,0.62,0.74,0.06,4.1,0.01,1.0,drinkable
0,0.6,0.25,1.1,74.0,100.0,100,0.008,0.096,0.007,0.2,31.9,0.91,1.8,9.0,20.3,0.35,0.45,0.55,0.04,12.5,0.013,3.0,drinkable
1,0.5,0.2,0.5,73.0,,nan,0.008,0.07,0.014,0.2,32.0,0.69,1.8,6.0,20.3,0.28,0.42,0.5,0.04,10.5,0.012,2.0,drinkable
2,0.5,0.31,0.7,72.0,100.0,100,0.009,0.075,0.013,0.2,32.0,1.5,1.8,7.0,20.3,0.39,0.47,0.55,0.04,8.5,0.018,2.5,drinkable
0,0.4,0.058,1.6,146.0,,nan,0.014,0.33,0.024,1.0,29.4,1.3,2.0,1.0,23.4,0.4,0.61,0.95,0.05,2.7,0.008,1.0,good for marine life
1,0.5,0.058,0.5,103.0,,nan,0.015,0.16,0.018,0.4,30.1,1.2,2.0,1.0,22.1,0.23,0.44,0.62,0.03,2.2,0.008,1.0,good for marine life
2,0.3,0.076,1.9,91.0,400.0,700,0.015,0.15,0.02,0.6,31.0,1.1,2.0,0.5,21.5,0.24,0.54,0.71,0.05,2.4,0.01,0.5,good for marine life
0,1,0.089,0.5,93.0,400.0,400,0.013,0.094,0.017,1.0,31.5,0.63,2.8,6.0,23.3,0.2,0.68,0.79,0.08,2.2,0.012,1.5,good for marine life
1,1.1,0.091,0.8,88.0,,nan,0.016,0.16,0.018,1.1,31.6,0.61,2.8,8.0,23.3,0.27,0.8,0.98,0.07,3.0,0.012,3.0,good for marine life
2,0.9,0.098,0.8,82.0,200.0,200,0.014,0.079,0.018,1.4,31.7,0.69,2.8,11.0,23.2,0.19,0.9,0.99,0.07,3.0,0.012,4.5,good for marine life
0,0.5,0.29,0.8,76.0,400.0,600,0.018,0.081,0.05,0.2,31.6,0.78,2.0,5.5,25.0,0.39,1.1,1.2,0.11,2.2,0.016,1.5,drinkable
1,0.4,0.2,0.5,77.0,300.0,500,0.016,0.058,0.039,0.2,31.7,0.68,2.0,1.5,24.9,0.27,1.3,1.37,0.09,2.8,0.014,1.0,drinkable
2,0.4,0.16,0.2,90.0,,nan,0.015,0.066,0.037,0.7,32.3,0.66,2.0,3.0,24.7,0.24,1.1,1.18,0.07,2.6,0.015,1.5,drinkable
0,1.3,0.005,2.9,119.0,,nan,0.017,0.053,0.003,0.2,28.0,0.65,2.4,2.5,26.8,0.08,0.84,0.91,0.03,2.7,0.001,2.0,good for marine life
1,1.3,0.015,6.7,109.0,,nan,0.016,0.13,0.002,0.2,28.3,0.71,2.4,2.5,26.5,0.16,0.94,1.09,0.03,2.7,0.003,2.0,good for marine life
2,1.2,0.005,2.1,100.0,500.0,700,0.012,0.12,0.002,2.2,30.3,0.58,2.4,12.0,25.8,0.14,1.0,1.13,0.02,2.8,0.001,3.5,good for marine life
0,1.4,0.005,1.1,117.0,1.0,1,0.002,0.022,0.002,1.2,26.6,0.63,4.0,2.5,28.7,0.03,1.1,1.12,0.02,2.6,0.001,1.0,good for marine life
1,1.3,0.01,6.9,110.0,200.0,200,0.003,0.071,0.002,2.2,26.5,0.59,4.0,4.5,28.5,0.08,0.93,1.0,0.03,6.0,0.003,0.5,good for marine life
2,1.4,0.007,5.3,102.0,1.0,1,0.002,0.07,0.002,2.9,27.3,0.45,4.0,7.5,28.3,0.08,0.92,0.99,0.03,7.3,0.002,1.5,good for marine life
0,0.1,0.025,0.7,98.0,,nan,0.026,0.25,0.008,0.2,25.6,2.0,5.0,2.0,27.5,0.3,0.45,0.73,0.07,1.7,0.003,0.5,drinkable
1,0.3,0.025,0.2,91.0,,nan,0.03,0.19,0.006,0.2,25.1,1.7,5.0,2.5,26.9,0.25,0.52,0.74,0.02,1.3,0.003,0.5,drinkable
2,0.1,0.031,0.5,86.0,300.0,300,0.027,0.15,0.008,0.2,27.3,1.5,5.0,5.0,26.8,0.21,0.54,0.72,0.04,2.4,0.004,1.5,drinkable
0,0.9,0.014,3.2,89.0,,nan,0.036,0.14,0.011,2.8,27.3,1.7,3.0,2.0,27.0,0.19,0.46,0.64,0.07,2.0,0.002,1.5,drinkable
1,1.1,0.022,4.2,82.0,100.0,100,0.037,0.15,0.012,3.0,27.7,1.6,3.0,4.5,26.6,0.21,0.51,0.7,0.05,2.5,0.003,2.0,drinkable
2,1.4,0.048,5.9,83.0,400.0,600,0.036,0.15,0.012,3.1,28.2,1.1,3.0,2.5,26.6,0.23,0.62,0.81,0.06,3.4,0.005,1.0,drinkable
0,1.7,0.028,3.2,101.0,1.0,1,0.051,0.16,0.004,2.0,27.2,1.6,1.8,3.5,28.0,0.24,0.46,0.67,0.09,4.4,0.004,1.5,drinkable
1,1.1,0.022,5.9,104.0,100.0,200,0.042,0.14,0.002,2.3,27.0,1.4,1.8,2.0,28.0,0.2,0.36,0.54,0.08,5.2,0.003,1.0,drinkable
2,1,0.046,3.7,89.0,300.0,400,0.047,0.12,0.002,4.3,27.9,1.3,1.8,7.5,27.8,0.21,0.32,0.49,0.06,8.1,0.006,1.0,drinkable
0,0.1,0.091,0.5,72.0,500.0,600,0.028,0.086,0.029,0.2,31.3,1.3,2.0,2.5,25.8,0.21,0.46,0.57,0.11,4.4,0.008,0.5,drinkable
1,0.4,0.14,0.3,56.0,300.0,400,0.024,0.077,0.038,0.2,31.5,1.2,2.0,1.0,25.8,0.24,0.51,0.61,0.09,5.0,0.012,0.5,good for marine life
2,0.1,0.15,0.3,63.0,1100.0,2000,0.024,0.07,0.04,0.2,31.8,1.2,2.0,2.5,25.5,0.24,0.5,0.59,0.07,4.4,0.012,1.5,good for marine life
0,2,0.13,14.0,128.0,,nan,0.005,0.019,0.002,5.3,31.4,0.12,1.4,4.5,28.3,0.15,1.0,1.02,0.06,4.5,0.023,3.0,good for marine life
1,1.9,0.006,18.0,112.0,,nan,0.006,0.002,0.002,7.4,31.5,0.16,1.4,4.0,28.2,0.01,1.1,1.11,0.06,5.5,0.001,1.0,drinkable
2,1.8,0.03,9.9,116.0,200.0,400,0.021,0.015,0.002,2.6,31.5,0.4,1.4,7.0,28.2,0.07,5.9,5.94,0.08,6.5,0.004,2.0,drinkable
0,0.5,0.007,5.6,90.0,400.0,500,0.045,0.1,0.009,2.8,31.4,0.76,1.6,5.0,27.4,0.15,0.56,0.71,0.07,10.9,0.001,1.5,drinkable
1,0.5,0.023,4.0,89.0,300.0,400,0.04,0.11,0.015,2.9,31.5,0.78,1.6,5.5,27.4,0.17,0.44,0.59,0.05,10.0,0.002,1.0,drinkable
2,0.6,0.041,2.9,85.0,500.0,700,0.034,0.15,0.033,3.8,31.6,0.9,1.6,24.0,27.3,0.23,0.43,0.61,0.06,23.5,0.004,2.5,drinkable
0,1.7,0.13,10.0,78.0,300.0,500,0.02,0.042,0.048,2.1,31.4,0.25,1.4,5.0,28.5,0.19,1.1,1.16,0.12,10.8,0.009,3.0,drinkable
1,1.9,0.13,10.0,61.0,,100,0.021,0.086,0.047,2.9,31.6,0.22,1.4,6.5,28.5,0.24,0.98,1.09,0.09,12.0,0.009,1.0,good for marine life
2,1.8,0.15,5.3,57.0,,200,0.02,0.045,0.051,1.8,31.6,0.31,1.4,7.5,28.4,0.22,0.98,1.05,0.09,12.2,0.01,0.5,good for marine life
0,0.9,0.28,5.6,41.0,160.0,220,0.016,0.002,0.042,1.1,31.5,0.49,1.8,7.5,26.8,0.3,0.81,0.83,0.08,17.0,0.013,1.5,non consumable
1,0.9,0.28,5.6,59.0,150.0,160,0.014,0.029,0.043,0.6,31.5,0.41,1.8,8.5,26.7,0.32,0.81,0.85,0.06,18.0,0.014,1.0,good for marine life
2,0.8,0.29,5.9,55.0,200.0,220,0.019,0.042,0.025,0.5,31.5,0.76,1.8,15.0,26.7,0.35,0.79,0.85,0.05,25.0,0.013,2.0,good for marine life
0,1.3,0.15,6.9,88.0,10.0,10,0.057,0.048,0.046,2.0,31.7,0.63,1.8,4.5,25.5,0.26,1.1,1.21,0.09,4.5,0.006,1.0,drinkable
1,1,0.13,6.7,86.0,30.0,30,0.061,0.05,0.045,1.2,31.8,0.56,1.8,2.5,25.4,0.24,1.3,1.41,0.09,4.9,0.006,1.0,drinkable
2,1,0.12,3.2,79.0,40.0,50,0.059,0.045,0.042,1.8,31.9,0.7,1.8,13.0,25.2,0.22,1.3,1.4,0.08,8.9,0.005,2.5,drinkable
0,0.2,0.22,0.5,86.0,70.0,70,0.011,0.021,0.039,0.6,32.2,0.56,1.8,4.0,23.7,0.25,0.39,0.42,0.09,5.8,0.008,0.5,drinkable
1,0.2,0.18,1.1,83.0,60.0,60,0.011,0.02,0.033,0.2,32.2,0.54,1.8,7.5,23.7,0.21,0.4,0.43,0.07,6.3,0.007,0.5,drinkable
2,0.2,0.17,0.8,84.0,60.0,60,0.011,0.022,0.033,0.2,32.2,0.53,1.8,12.0,23.6,0.2,0.36,0.39,0.1,6.3,0.006,2.0,drinkable
0,0.8,0.33,2.1,71.0,160.0,170,0.029,0.045,0.065,0.9,31.6,1.0,1.5,4.0,22.9,0.4,0.67,0.74,0.08,5.1,0.009,0.5,drinkable
1,1,0.34,1.6,67.0,140.0,180,0.029,0.047,0.067,1.2,31.9,1.0,1.5,4.5,22.8,0.42,0.78,0.86,0.09,4.3,0.01,0.5,drinkable
2,0.8,0.31,2.1,76.0,200.0,230,0.03,0.04,0.062,0.9,32.1,1.0,1.5,7.0,22.7,0.38,0.82,0.89,0.11,6.3,0.009,0.5,drinkable
0,1.9,0.17,2.1,79.0,130.0,130,0.023,0.033,0.044,3.7,32.4,0.68,2.8,4.0,19.4,0.23,0.61,0.67,0.05,7.2,0.006,0.5,drinkable
1,1.7,0.17,2.1,79.0,330.0,360,0.023,0.032,0.044,3.7,32.4,0.67,2.8,9.0,19.3,0.23,0.54,0.6,0.06,8.8,0.006,2.0,drinkable
2,1.5,0.19,2.1,80.0,310.0,310,0.022,0.038,0.043,2.2,32.5,0.8,2.8,17.0,19.3,0.25,0.53,0.59,0.07,8.9,0.006,2.5,drinkable
0,0.8,0.45,1.3,47.0,680.0,680,0.02,0.044,0.073,0.7,31.1,0.93,0.5,32.0,19.4,0.51,0.89,0.95,0.14,11.2,0.008,3.5,good for marine life
1,1.1,0.44,0.3,46.0,680.0,680,0.021,0.053,0.08,1.4,32.3,0.93,0.5,34.0,19.4,0.51,0.85,0.92,0.12,10.1,0.007,5.0,good for marine life
2,0.8,0.42,1.3,46.0,680.0,680,0.021,0.047,0.075,0.5,32.2,0.94,0.5,49.0,19.3,0.49,1.0,1.07,0.14,29.0,0.006,6.0,good for marine life
0,1.1,0.27,0.3,98.0,2200.0,2500,0.018,0.05,0.056,0.7,32.2,1.2,0.6,36.0,17.5,0.34,0.75,0.82,0.1,35.0,0.006,5.5,drinkable
