"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM1","2006-06-07","1","Middle Water","1.2","0.038","15","110","7.5","100","290","0.071","0.03","0.002","8.2","6","31.8","0.73","1.2","7.1","25.8","0.14","0.24","0.34","0.03","9","0.003","2.7"
"Mirs Bay","MM1","2006-06-07","1","Bottom Water","0.9","0.099","10","78","5.3","55","210","0.04","0.092","0.012","8.2","5.9","32.1","1.2","1.2","12","25.3","0.23","0.29","0.42","0.05","9.5","0.006","3.2"
"Mirs Bay","MM1","2006-07-21","1","Surface Water","2.8","0.014","6.7","170","10.9","2","20","<0.002","<0.002","0.004","8.4","0.8","29.9","0.1","1.5","3.3","30","0.02","0.25","0.25","0.03","23.1","0.002","2.3"
"Mirs Bay","MM1","2006-07-21","1","Middle Water","2.2","0.018","7.6","160","10.7","4","28","<0.002","<0.002","0.005","8.4","0.8","32","0.14","1.5","2.3","26.4","0.02","0.17","0.17","0.03","21.4","0.002","1.4"
"Mirs Bay","MM1","2006-07-21","1","Bottom Water","1.6","0.064","16","158","11","3","16","0.084","0.01","0.016","8.3","3.3","33.3","1.3","1.5","11","23.9","0.16","0.28","0.37","0.05","30.9","0.005","3"
"Mirs Bay","MM1","2006-08-17","1","Surface Water","2.8","0.012","8.6","134","8.7","30","90","0.002","<0.002","<0.002","8.6","3","27.7","0.34","1.4","3.7","29.9","0.02","0.28","0.28","0.03","12.3","0.002","1.6"
"Mirs Bay","MM1","2006-08-17","1","Middle Water","2","0.028","9.6","122","8","14","37","0.011","0.012","<0.002","8.5","4.1","28.5","0.35","1.4","3.8","28.9","0.05","0.25","0.27","0.03","13","0.004","2"
"Mirs Bay","MM1","2006-08-17","1","Bottom Water","1.4","0.096","9","110","7.3","8","32","0.047","0.04","0.005","8.3","6.3","29","1.3","1.4","16","28","0.18","0.42","0.51","0.04","23.6","0.01","2.6"
"Mirs Bay","MM1","2006-09-21","1","Surface Water","2.4","0.026","6.4","126","8.5","27","87","<0.002","<0.002","<0.002","8.2","1.6","31.4","0.07","2.3","1.4","26.5","0.03","0.22","0.22","<0.02","10.4","0.002","0.8"
"Mirs Bay","MM1","2006-09-21","1","Middle Water","2.3","0.016","7","135","9.1","21","47","<0.002","<0.002","0.005","8.3","2.8","31.8","0.13","2.3","3.6","26","0.02","0.15","0.15","0.03","10.9","0.001","1.7"
"Mirs Bay","MM1","2006-09-21","1","Bottom Water","1.9","0.028","14","141","9.5","23","49","<0.002","<0.002","0.002","8.3","5","32.1","0.09","2.3","4.8","25.7","0.03","0.21","0.21","0.03","11.5","0.002","1.2"
"Mirs Bay","MM1","2006-10-19","1","Surface Water","4.6","0.082","32","166","10.8","64","160","0.002","<0.002","0.003","8.2","5.5","31.8","1.2","1.2","2.8","28.3","0.09","0.45","0.45","0.06","11.8","0.006","2.4"
"Mirs Bay","MM1","2006-10-19","1","Middle Water","2.2","0.081","25","169","11.1","190","480","0.01","0.012","0.004","8.2","5.7","32","1.1","1.2","4.5","27.8","0.1","0.35","0.37","0.04","11.4","0.006","3.2"
"Mirs Bay","MM1","2006-10-19","1","Bottom Water","0.9","0.15","7.2","172","11.2","33","74","0.018","0.056","0.02","8","2","32.4","1.7","1.2","5.8","27.8","0.22","0.26","0.33","0.04","12.8","0.009","2.5"
"Mirs Bay","MM1","2006-11-22","1","Surface Water","0.8","0.25","3.5","88","6.3","1200","3500","0.13","0.034","0.028","8","0.7","29.1","1.4","1.2","2.9","23.4","0.41","0.41","0.57","0.04","14.6","0.01","<0.5"
"Mirs Bay","MM1","2006-11-22","1","Middle Water","0.5","0.17","2.8","91","6.4","680","1800","0.1","0.044","0.022","8","1.2","32","1.1","1.2","7.3","24.1","0.31","0.33","0.47","0.04","16.6","0.007","1.8"
"Mirs Bay","MM1","2006-11-22","1","Bottom Water","0.3","0.078","1.9","91","6.3","130","370","0.055","0.06","0.013","8","2.2","32.6","0.88","1.2","17","24.4","0.19","0.23","0.35","0.03","30.2","0.003","1.6"
"Mirs Bay","MM1","2006-12-14","1","Surface Water","0.7","0.14","2.6","78","5.6","4600","9500","0.033","0.005","0.013","7.9","<0.2","32.4","0.36","0.8","4.8","21.6","0.18","0.28","0.32","0.03","15.5","0.004","1.1"
"Mirs Bay","MM1","2006-12-14","1","Middle Water","0.7","0.13","3.9","83","6","4600","11000","0.031","0.004","0.012","7.9","<0.2","32.4","0.37","0.8","5.7","21.6","0.17","0.28","0.32","0.03","17.4","0.004","1"
"Mirs Bay","MM1","2006-12-14","1","Bottom Water","0.7","0.14","3","86","6.2","3700","9500","0.03","0.003","0.015","7.9","0.8","32.5","0.35","0.8","6","21.6","0.17","0.28","0.31","0.03","14.8","0.004","1.4"
"Mirs Bay","MM1","2007-01-08","1","Surface Water","0.8","0.063","2.1","77","6","220","390","0.12","0.003","0.012","7.6","0.5","32.7","0.4","1.5","2.8","18","0.19","0.19","0.31","0.02","12.1","0.001","0.6"
"Mirs Bay","MM1","2007-01-08","1","Middle Water","0.6","0.047","3.2","91","7.1","160","250","0.092","0.004","0.007","7.6","0.8","32.7","0.36","1.5","3.8","17.7","0.14","0.2","0.3","0.02","14.7","0.001","<0.5"
"Mirs Bay","MM1","2007-01-08","1","Bottom Water","1","0.049","13","92","7.3","1000","1300","0.089","0.004","0.006","7.6","2.4","32.8","0.37","1.5","4.8","17.5","0.14","0.26","0.35","0.03","16","0.001","1.2"
"Mirs Bay","MM1","2007-02-08","1","Surface Water","1.2","0.051","2.2","100","7.5","1","1","0.023","<0.002","0.005","8.3","<0.2","32.5","0.22","2","1.7","19.7","0.08","0.3","0.33","0.04","9.3","0.003","1.3"
"Mirs Bay","MM1","2007-02-08","1","Middle Water","0.9","0.03","2.4","96","7.5","3","5","0.006","<0.002","0.006","8.3","<0.2","33","0.09","2","2.5","17.6","0.04","0.17","0.18","0.02","9.5","0.002","0.7"
"Mirs Bay","MM1","2007-02-08","1","Bottom Water","1.4","0.04","3.2","98","7.7","3","3","0.005","<0.002","0.006","8.3","0.4","33.1","0.09","2","2.6","17.3","0.05","0.2","0.21","0.02","9.5","0.002","1.2"
"Mirs Bay","MM1","2007-03-28","1","Surface Water","0.8","0.052","9.8","109","8.1","2","6","0.069","0.006","0.006","8.1","3.4","32.9","0.25","1.5","2.6","20.4","0.13","0.33","0.41","0.03","10.7","0.002","2.5"
"Mirs Bay","MM1","2007-03-28","1","Middle Water","0.8","0.058","7.1","104","7.8","4","11","0.054","0.005","0.007","8.1","1.8","33.1","0.41","1.5","2.8","19.9","0.12","0.21","0.27","0.02","10.9","0.002","2.1"
"Mirs Bay","MM1","2007-03-28","1","Bottom Water","0.6","0.077","4.3","94","7.1","5","14","0.049","0.005","0.009","8.1","1.6","33.2","0.53","1.5","3.2","19.6","0.13","0.2","0.25","0.03","11.3","0.003","2.2"
"Mirs Bay","MM1","2007-04-25","1","Surface Water","0.7","0.21","1","59","4.3","300","940","0.1","0.007","0.023","8.2","0.3","31","0.65","2","2.4","22.8","0.32","0.33","0.44","0.04","9.6","0.011","<0.5"
"Mirs Bay","MM1","2007-04-25","1","Middle Water","0.4","0.1","0.5","78","5.5","340","770","0.029","0.003","0.01","8.2","0.9","33.3","0.35","2","8.9","22.7","0.13","0.23","0.26","0.03","12.8","0.005","0.9"
"Mirs Bay","MM1","2007-04-25","1","Bottom Water","0.4","0.1","0.5","79","5.6","48","120","0.017","0.003","0.01","8.2","0.6","33.5","0.34","2","6.9","22.6","0.12","0.22","0.24","0.02","11.9","0.006","0.9"
"Mirs Bay","MM1","2007-05-18","1","Surface Water","0.2","0.014","8.4","109","7.1","170","390","<0.002","<0.002","0.007","8.2","2.1","33.3","0.14","2","2.8","27.9","0.02","0.19","0.19","0.02","12.4","0.001","2.5"
"Mirs Bay","MM1","2007-05-18","1","Middle Water","0.3","0.023","7.7","111","7.2","250","750","<0.002","<0.002","0.007","8.2","3.1","33.2","0.15","2","1.8","27.7","0.03","0.19","0.19","0.03","12.4","0.002","1.5"
"Mirs Bay","MM1","2007-05-18","1","Bottom Water","0.2","0.025","6.6","95","6.3","58","120","0.008","0.002","0.007","8.2","1.6","33.5","0.32","2","5.2","26.4","0.04","0.18","0.19","<0.02","12.8","0.002","3"
"Mirs Bay","MM1","2007-06-11","1","Surface Water","0.5","0.045","2.2","75","5.1","210","920","0.062","0.019","0.008","8.1","<0.2","30.9","0.98","1.5","1.4","26.1","0.13","0.18","0.26","<0.02","10.4","0.003","1.3"
"Mirs Bay","MM1","2007-06-11","1","Middle Water","0.3","0.082","1.1","61","4.2","320","840","0.057","0.034","0.02","8.1","0.5","32.2","1.1","1.5","2.6","25.7","0.17","0.22","0.31","0.04","10.8","0.005","1"
"Mirs Bay","MM1","2007-06-11","1","Bottom Water","0.3","0.064","0.9","57","3.9","200","750","0.044","0.036","0.017","8.1","<0.2","32.8","1","1.5","1.1","25.5","0.14","0.21","0.29","0.04","10","0.003","0.8"
"Mirs Bay","MM1","2007-07-09","1","Surface Water","1.2","0.13","6.2","109","7","28","110","0.007","<0.002","0.004","8.6","2.3","28.1","0.88","1.4","3.7","30.6","0.14","0.28","0.29","0.02","20","0.028","3.4"
"Mirs Bay","MM1","2007-07-09","1","Middle Water","1","0.036","6.6","95","6.2","9","24","0.002","<0.002","0.002","8.5","2.7","28.7","0.75","1.4","2.6","29.4","0.04","0.4","0.4","0.03","20.1","0.007","2.5"
"Mirs Bay","MM1","2007-07-09","1","Bottom Water","0.9","0.089","13","71","4.7","3","7","0.034","0.009","0.007","8.5","5","29.6","1.3","1.4","6","28.4","0.13","0.49","0.53","0.04","20.6","0.013","3.4"
"Mirs Bay","MM1","2007-08-16","1","Surface Water","2.1","0.078","32","83","5.5","470","1600","0.044","0.008","0.01","8.1","3.5","31.4","1.2","1.5","6.4","27.2","0.13","0.33","0.38","0.04","10.7","0.005","1.8"
"Mirs Bay","MM1","2007-08-16","1","Middle Water","0.8","0.14","8.8","89","5.9","66","240","0.027","0.013","0.026","8.1","0.8","32.6","1.6","1.5","3.2","26.7","0.18","0.25","0.29","0.04","10.7","0.008","0.7"
"Mirs Bay","MM1","2007-08-16","1","Bottom Water","0.3","0.17","2.2","22","1.5","29","75","0.031","0.02","0.035","7.9","<0.2","33.4","2.1","1.5","7.8","25.4","0.22","0.31","0.36","0.05","12","0.006","1"
"Mirs Bay","MM1","2007-09-07","1","Surface Water","2.6","0.027","12","100","6.6","<1","4","0.007","<0.002","0.004","8.3","2.4","31.5","0.7","1.3","5.4","28.2","0.04","0.27","0.28","0.02","10.4","0.003","1.7"
"Mirs Bay","MM1","2007-09-07","1","Middle Water","2.5","0.031","17","118","7.7","1","11","0.008","0.002","0.004","8.3","3.7","31.7","0.76","1.3","4.8","28","0.04","0.28","0.29","0.03","10.4","0.003","1.7"
"Mirs Bay","MM1","2007-09-07","1","Bottom Water","1.7","0.091","9.6","49","3.3","3","8","0.074","<0.002","0.015","8.2","1.9","33","1.8","1.3","3.9","25.7","0.17","0.29","0.37","0.04","11.8","0.007","1.5"
"Mirs Bay","MM1","2007-10-22","1","Surface Water","2.3","0.037","26","145","9.8","4","8","0.006","0.004","0.006","8.4","3.9","31.9","0.22","2","4.5","26.2","0.05","0.34","0.35","0.02","12.1","0.004","1.9"
"Mirs Bay","MM1","2007-10-22","1","Middle Water","2.4","0.032","23","146","9.8","2","15","0.003","0.004","0.006","8.4","3.5","31.8","0.2","2","4.7","26.2","0.04","0.33","0.34","0.03","11","0.003","2"
"Mirs Bay","MM1","2007-10-22","1","Bottom Water","2.7","0.027","41","146","9.9","21","85","0.004","<0.002","0.004","8.4","6","32.1","0.06","2","3.9","25.8","0.03","0.39","0.4","0.03","10.3","0.003","2.5"
"Mirs Bay","MM1","2007-11-14","1","Surface Water","2.9","0.054","22","140","9.8","170","370","<0.002","<0.002","0.005","8.3","6.9","32.1","0.11","1.3","3.9","23.8","0.06","0.35","0.35","0.03","4.4","0.005","1.9"
"Mirs Bay","MM1","2007-11-14","1","Middle Water","1.8","0.056","27","130","9.2","130","180","0.01","<0.002","0.007","8.3","6.4","32.5","0.17","1.3","3.5","23.2","0.07","0.34","0.35","0.03","4.3","0.005","1.2"
"Mirs Bay","MM1","2007-11-14","1","Bottom Water","0.9","0.056","18","106","7.5","30","49","0.009","0.004","0.007","8.3","5","32.7","0.24","1.3","4.2","23.2","0.07","0.22","0.23","0.04","4.1","0.004","1"
"Mirs Bay","MM1","2007-12-13","1","Surface Water","2","0.14","5.6","108","7.9","91","140","0.091","0.01","0.014","8.2","2.8","31.8","0.49","2.1","3.4","21.2","0.24","0.4","0.5","0.04","7.9","0.007","2.2"
"Mirs Bay","MM1","2007-12-13","1","Middle Water","2","0.14","5.9","110","8.1","65","120","0.091","0.009","0.015","8.2","2.5","31.8","0.5","2.1","3","21.1","0.24","0.41","0.51","0.04","8.3","0.007","2.6"
"Mirs Bay","MM1","2007-12-13","1","Bottom Water","1.4","0.13","6.4","108","8","60","130","0.087","0.009","0.014","8.2","2.2","31.9","0.48","2.1","3.8","20.9","0.23","0.36","0.46","0.04","8.6","0.007","1.8"
"Mirs Bay","MM1","2008-01-14","1","Surface Water","0.4","0.083","5.7","97","7.4","54","100","0.16","0.007","0.017","8.2","0.5","31.4","0.74","2.6","1.9","19","0.25","0.33","0.5","0.04","5.3","0.004","1.5"
"Mirs Bay","MM1","2008-01-14","1","Middle Water","1.3","0.085","4.3","97","7.5","44","93","0.16","0.007","0.017","8.2","1.1","31.4","0.72","2.6","2.2","19","0.25","0.32","0.49","0.04","5.8","0.004","1.4"
"Mirs Bay","MM1","2008-01-14","1","Bottom Water","1","0.084","2.1","96","7.4","26","49","0.14","0.007","0.015","8.2","0.8","31.5","0.7","2.6","2.4","19","0.23","0.31","0.46","0.03","6","0.004","1.6"
"Mirs Bay","MM1","2008-02-20","1","Surface Water","3.4","0.026","26","171","13.9","13","16","0.018","<0.002","0.004","7.8","6.1","31.3","<0.05","1.3","5.8","16.1","0.05","0.41","0.43","0.02","11.6","0.001","2.2"
"Mirs Bay","MM1","2008-02-20","1","Middle Water","3.6","0.031","29","162","13.4","44","68","0.015","<0.002","0.002","7.8","7.7","31.5","<0.05","1.3","12","15","0.05","0.4","0.42","0.03","13.8","0.001","3.2"
"Mirs Bay","MM1","2008-02-20","1","Bottom Water","1.8","0.037","16","135","11.3","19","23","0.049","0.004","0.004","7.8","5.5","31.8","0.11","1.3","14","14.4","0.09","0.3","0.35","0.03","14.2","0.001","2.2"
"Mirs Bay","MM1","2008-03-11","1","Surface Water","1.3","0.14","1.1","110","8.5","23","37","0.1","0.005","0.014","8.2","0.3","31.5","0.61","2","1.5","18.7","0.25","0.28","0.39","0.03","8.1","0.006","0.7"
"Mirs Bay","MM1","2008-03-11","1","Middle Water","1.1","0.14","1.3","108","8.5","55","100","0.088","0.006","0.015","8.2","<0.2","31.7","0.56","2","1.6","17.7","0.23","0.31","0.4","0.03","7.8","0.005","0.7"
"Mirs Bay","MM1","2008-03-11","1","Bottom Water","0.9","0.11","1.1","103","8.3","21","32","0.047","0.004","0.011","8.2","0.8","31.9","0.47","2","5","16.6","0.16","0.36","0.41","0.04","8.8","0.004","2"
"Mirs Bay","MM1","2008-04-10","1","Surface Water","4","0.05","21","136","9.7","2","7","<0.002","<0.002","0.006","8.2","2.9","32.3","0.43","1.3","3.6","22.9","0.05","0.33","0.33","0.05","9","0.003","3.6"
"Mirs Bay","MM1","2008-04-10","1","Middle Water","3.5","0.049","22","127","9.2","12","30","<0.002","<0.002","0.006","8.2","2.7","32.3","0.41","1.3","3.2","22.1","0.05","0.36","0.36","0.04","8.7","0.003","3.2"
"Mirs Bay","MM1","2008-04-10","1","Bottom Water","1.9","0.061","12","93","6.8","64","120","0.033","<0.002","0.006","8.2","2.6","32.4","0.8","1.3","3.7","21.2","0.1","0.29","0.33","0.07","9.7","0.003","3.3"
"Mirs Bay","MM1","2008-05-09","1","Surface Water","2.5","0.043","12","132","8.8","5","15","0.004","<0.002","0.006","8.4","3.7","31.4","0.81","1.9","3.5","27.1","0.05","0.35","0.36","0.03","7.2","0.005","2.8"
"Mirs Bay","MM1","2008-05-09","1","Middle Water","1.9","0.047","12","101","7","11","20","0.003","<0.002","0.006","8.3","3.4","32.8","0.77","1.9","4.4","24.2","0.05","0.39","0.4","0.03","7.6","0.004","2.4"
"Mirs Bay","MM1","2008-05-09","1","Bottom Water","1","0.047","7.6","77","5.4","4","8","0.002","<0.002","0.007","8.2","2.1","32.9","0.95","1.9","6.8","23.7","0.05","0.34","0.34","0.03","14.7","0.003","3"
"Mirs Bay","MM1","2008-06-05","1","Surface Water","2.8","0.025","24","155","10.4","180","550","0.017","<0.002","0.003","8.6","3.8","29.8","0.21","2.7","4.1","26.8","0.04","0.4","0.42","0.03","7.6","0.004","3.8"
"Mirs Bay","MM1","2008-06-05","1","Middle Water","1.5","0.02","20","125","8.5","33","140","0.024","<0.002","0.003","8.4","3.4","30.9","0.26","2.7","2.7","26.2","0.05","0.35","0.38","0.03","6.4","0.002","2.7"
"Mirs Bay","MM1","2008-06-05","1","Bottom Water","0.6","0.058","5.2","85","5.8","25","140","0.054","0.023","0.007","8.3","2.5","31.2","0.83","2.7","12","26","0.14","0.27","0.35","0.03","7.9","0.005","3.4"
"Mirs Bay","MM1","2008-07-25","1","Surface Water","2.5","0.026","13","128","8.3","17","49","<0.002","<0.002","0.005","8.5","2.7","30","0.96","1.8","5.1","28.8","0.03","0.27","0.27","0.04","7.7","0.004","2.6"
"Mirs Bay","MM1","2008-07-25","1","Middle Water","2.5","0.025","19","97","6.6","62","120","<0.002","<0.002","0.006","8.5","3.8","32.5","0.95","1.8","5.6","25.1","0.03","0.24","0.24","0.04","7.6","0.003","2.9"
"Mirs Bay","MM1","2008-07-25","1","Bottom Water","0.7","0.04","5","37","2.6","23","52","0.14","0.013","0.024","8.4","1.3","33.5","1.9","1.8","3.4","23.7","0.19","0.13","0.28","0.04","7.2","0.004","1.4"
"Mirs Bay","MM1","2008-08-13","1","Surface Water","2.1","0.039","9.7","138","9","3","4","0.003","<0.002","0.003","8.6","3.3","28.2","0.08","2","3.8","29.5","0.04","0.29","0.3","0.02","6.8","0.008","1.6"
"Mirs Bay","MM1","2008-08-13","1","Middle Water","1.6","0.024","9","129","8.5","1","12","<0.002","<0.002","0.004","8.6","3.5","30","0.07","2","5.2","28","0.03","0.24","0.24","0.02","6.9","0.004","1.7"
"Mirs Bay","MM1","2008-08-13","1","Bottom Water","1.4","0.05","6.6","105","7","8","22","0.02","0.004","0.005","8.5","3.7","30.3","0.37","2","6.6","27.5","0.07","0.22","0.24","<0.02","9.3","0.007","2.6"
"Mirs Bay","MM1","2008-09-12","1","Surface Water","1.8","<0.005","5.7","118","7.5","12","22","0.004","<0.002","0.003","8.3","1.9","30.1","0.18","2","3.8","30.4","0.01","0.29","0.3","0.02","17.8","0.001","2.2"
"Mirs Bay","MM1","2008-09-12","1","Middle Water","1.8","0.008","6.8","126","8","29","66","0.03","<0.002","0.004","8.3","3.3","30.1","0.29","2","13","30.4","0.04","0.31","0.34","0.03","10.1","0.001","3.8"
"Mirs Bay","MM1","2008-09-12","1","Bottom Water","1.6","<0.005","8.7","113","7.3","33","82","0.008","<0.002","0.004","8.3","4.1","30.4","0.26","2","12","29.9","0.02","0.26","0.27","0.02","12.2","0.001","3.2"
"Mirs Bay","MM1","2008-10-22","1","Surface Water","1.1","0.075","6.9","99","6.5","13","37","0.027","0.006","0.011","8.3","1.8","30.6","0.39","3","2.4","28.5","0.11","0.33","0.36","0.03","1.7","0.008","1.2"
"Mirs Bay","MM1","2008-10-22","1","Middle Water","0.8","0.079","8.4","94","6.2","4","9","0.012","0.007","0.012","8.3","2.2","31.5","0.5","3","3.8","27.7","0.1","0.35","0.37","0.03","2.2","0.008","1.5"
"Mirs Bay","MM1","2008-10-22","1","Bottom Water","0.9","0.083","7","77","5.1","6","11","0.025","0.007","0.012","8.3","2.2","31.7","0.49","3","3.2","27.4","0.12","0.3","0.33","0.03","2.9","0.007","1.2"
"Mirs Bay","MM1","2008-11-19","1","Surface Water","1.1","0.041","10","108","7.6","55","410","0.1","0.003","0.009","8.3","4.9","31.8","0.17","2.5","4.8","24","0.14","0.26","0.36","0.03","2.5","0.004","1.6"
"Mirs Bay","MM1","2008-11-19","1","Middle Water","1.1","0.043","10","108","7.5","60","820","0.064","0.003","0.009","8.3","3.6","31.9","0.14","2.5","5.3","23.9","0.11","0.3","0.37","0.03","3.3","0.004","1.7"
"Mirs Bay","MM1","2008-11-19","1","Bottom Water","1.1","0.041","12","107","7.5","76","1100","0.055","0.003","0.009","8.3","3.2","31.9","0.14","2.5","6.8","23.8","0.1","0.27","0.33","0.03","3.5","0.003","2.6"
"Mirs Bay","MM1","2008-12-09","1","Surface Water","1.7","0.017","6.1","111","8.3","57","160","<0.002","<0.002","0.007","8.3","2.4","32.4","0.16","3.1","2.8","20","0.02","0.2","0.2","<0.02","2","0.001","1.1"
"Mirs Bay","MM1","2008-12-09","1","Middle Water","1.5","0.019","5.8","111","8.3","47","100","<0.002","<0.002","0.008","8.3","2.8","32.5","0.16","3.1","2.1","19.9","0.02","0.22","0.22","<0.02","2.5","0.001","1"
"Mirs Bay","MM1","2008-12-09","1","Bottom Water","1","0.026","4.8","98","7.3","150","220","0.003","<0.002","0.008","8.2","1.7","32.6","0.22","3.1","4.8","19.9","0.03","0.2","0.21","<0.02","2.7","0.001","1.6"
"Mirs Bay","MM1","2009-01-16","1","Surface Water","2.1","0.022","9.2","110","8.9","28","36","<0.002","<0.002","0.006","8.2","1.7","32.9","0.05","2","3.6","16","0.03","0.27","0.27","0.03","9.6","0.001","1.7"
"Mirs Bay","MM1","2009-01-16","1","Middle Water","2.1","0.032","8.1","115","9.3","27","37","0.003","<0.002","0.006","8.2","1","33","<0.05","2","2.7","16","0.04","0.27","0.28","0.02","9.4","0.001","1.9"
"Mirs Bay","MM1","2009-01-16","1","Bottom Water","2.1","0.023","13","114","9.2","20","29","<0.002","<0.002","0.006","8.2","2.1","33.1","0.06","2","4.9","16","0.03","0.28","0.28","0.02","9.2","0.001","2.1"
"Mirs Bay","MM1","2009-02-09","1","Surface Water","1.9","0.02","8.7","91","6.8","1","1","0.012","<0.002","0.007","8.2","1.9","33.1","0.07","2.8","2.7","19.6","0.03","0.31","0.32","0.03","1.6","0.001","2.1"
"Mirs Bay","MM1","2009-02-09","1","Middle Water","1.5","0.015","6.5","90","6.8","<1","<1","0.004","<0.002","0.007","8.2","1.9","33.1","0.06","2.8","2.4","19.4","0.02","0.26","0.27","0.03","1.3","0.001","1.7"
"Mirs Bay","MM1","2009-02-09","1","Bottom Water","1.2","0.036","3","91","7","3","7","0.004","<0.002","0.007","8.1","0.8","33.2","0.24","2.8","2.5","18.8","0.04","0.22","0.23","0.03","1.7","0.001","1.4"
"Mirs Bay","MM1","2009-03-26","1","Surface Water","1.3","0.16","5.6","77","5.7","34","54","0.21","0.009","0.016","8.1","2.2","31.8","0.74","1.5","2.4","20.6","0.38","0.36","0.58","0.04","8.8","0.006","1.5"
"Mirs Bay","MM1","2009-03-26","1","Middle Water","1.4","0.096","6.2","85","6.4","31","66","0.17","0.007","0.009","8.2","2","32.2","0.56","1.5","1.9","20.5","0.27","0.36","0.54","0.03","7.7","0.004","1.7"
"Mirs Bay","MM1","2009-03-26","1","Bottom Water","1.1","0.11","5","85","6.3","68","110","0.15","0.006","0.01","8.2","1.5","32.6","0.63","1.5","2.1","20.7","0.27","0.32","0.48","0.03","7.6","0.005","1.3"
"Mirs Bay","MM1","2009-04-20","1","Surface Water","0.9","0.13","1.7","61","4.3","860","1700","0.097","0.008","0.006","7.9","1.4","31.9","0.73","2.1","2.8","24","0.24","0.27","0.38","0.03","2.3","0.004","1.7"
"Mirs Bay","MM1","2009-04-20","1","Middle Water","0.8","0.079","1.5","65","4.6","110","200","0.033","0.005","0.005","8","1.3","32.8","0.57","2.1","4","23.3","0.12","0.25","0.29","0.03","3.5","0.003","1.6"
"Mirs Bay","MM1","2009-04-20","1","Bottom Water","0.7","0.045","1.6","63","4.4","18","37","0.025","0.002","0.004","8","1.4","32.4","0.45","2.1","5.5","23.7","0.07","0.18","0.21","<0.02","3.7","0.002","1.6"
"Mirs Bay","MM1","2009-05-18","1","Surface Water","1.7","0.016","12","82","5.4","4","18","0.008","<0.002","0.005","8","1.4","33.1","<0.05","2","2.6","26.7","0.03","0.19","0.2","<0.02","2.2","0.001","1.5"
"Mirs Bay","MM1","2009-05-18","1","Middle Water","1.5","0.017","11","85","5.6","9","37","0.009","<0.002","0.006","8","1.9","33.1","<0.05","2","3.2","26.6","0.03","0.15","0.16","<0.02","2","0.001","2.1"
"Mirs Bay","MM1","2009-05-18","1","Bottom Water","1","0.018","9.7","83","5.5","4","8","0.009","<0.002","0.005","8","1.7","33.2","0.16","2","3.6","26.4","0.03","0.17","0.18","<0.02","2.5","0.001","1.7"
"Mirs Bay","MM1","2009-06-05","1","Surface Water","0.6","0.068","1","62","4.1","1","2","0.029","<0.002","0.01","7.9","<0.2","30.7","0.69","2.6","2","27.9","0.1","0.17","0.2","0.03","1.4","0.003","1.4"
"Mirs Bay","MM1","2009-06-05","1","Middle Water","0.8","0.014","1.7","66","4.4","3","20","<0.002","<0.002","0.008","8","<0.2","31.4","0.14","2.6","2","27.4","0.02","0.07","0.07","<0.02","1.1","0.001","1.5"
"Mirs Bay","MM1","2009-06-05","1","Bottom Water","0.8","0.034","2","63","4.2","2","29","0.004","<0.002","0.006","8","0.4","31.8","0.23","2.6","2.2","27.1","0.04","0.13","0.14","<0.02","1.6","0.002","1.4"
"Mirs Bay","MM1","2009-07-08","1","Surface Water","2.5","0.022","7","87","5.7","35","86","0.004","<0.002","<0.002","8.4","1.7","29.1","0.97","1.9","1.8","28.8","0.03","0.22","0.23","0.02","9.7","0.003","1.5"
"Mirs Bay","MM1","2009-07-08","1","Middle Water","2.2","0.026","7.6","106","7","4","18","<0.002","<0.002","<0.002","8.3","3.6","30","0.8","1.9","3.6","28.1","0.03","0.15","0.15","0.02","10.3","0.003","2.3"
"Mirs Bay","MM1","2009-07-08","1","Bottom Water","1.7","0.058","9.6","86","5.7","7","10","0.016","0.005","0.004","8.2","5","30.6","1","1.9","3.4","27.7","0.08","0.2","0.22","0.03","10","0.005","2"
"Mirs Bay","MM1","2009-08-19","1","Surface Water","2.6","0.016","7.3","122","7.7","27","120","0.005","<0.002","<0.002","8.7","2.2","28.5","0.69","1.6","2.8","31.4","0.02","0.22","0.23","0.03","8.3","0.004","2.2"
"Mirs Bay","MM1","2009-08-19","1","Middle Water","1.6","0.013","6","117","7.4","64","310","0.006","<0.002","<0.002","8.6","1.5","30.3","0.44","1.6","2.2","30.3","0.02","0.17","0.18","<0.02","7.9","0.003","1.9"
"Mirs Bay","MM1","2009-08-19","1","Bottom Water","1.7","0.023","11","111","7.1","6","28","0.006","<0.002","<0.002","8.6","2.2","30.7","0.46","1.6","4.8","29.2","0.03","0.18","0.19","0.02","9.2","0.004","2.1"
