"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM1","1991-07-17","1","Surface Water","5","0.489","38","142","9.4","2","8","0.004","<0.002","0.008","8.5","12","30.1","0.18","1.8","5","27.7","0.5","0.52","0.53","0.09","4.6","0.078","1.5"
"Mirs Bay","MM1","1991-07-17","1","Middle Water","3.3","0.475","19","76","5.1","4","5","0.004","<0.002","0.006","8.5","10","30.7","0.22","1.8","3.5","26.5","0.48","0.6","0.61","0.08","3.5","0.061","1.5"
"Mirs Bay","MM1","1991-07-17","1","Bottom Water","1.6","0.551","8","65","4.4","5","7","0.007","<0.002","0.007","8.3","4","30.8","0.36","1.8","1.5","26.6","0.56","0.62","0.63","0.07","2.4","0.053","1"
"Mirs Bay","MM1","1991-09-12","1","Surface Water","1.8","<0.005","6.7","149","9.9","1","1","0.006","<0.002","0.02","8.3","4.2","30.9","0.81","1.6","2.5","27.6","0.01","0.28","0.29","0.18","3.1","0.001","0.5"
"Mirs Bay","MM1","1991-09-12","1","Middle Water","0.8","<0.005","1.6","105","7.1","1","1","0.01","<0.002","0.009","8.2","1.2","31.4","0.78","1.6","1","26.2","0.02","0.22","0.23","0.12","1.5","0.001","0.5"
"Mirs Bay","MM1","1991-09-12","1","Bottom Water","0.5","0.05","2.9","55","3.8","3","5","0.02","0.016","0.027","8","1.5","31.5","1.68","1.6","16","25.3","0.09","0.32","0.36","0.19","9.6","0.002","3"
"Mirs Bay","MM1","1991-11-07","1","Surface Water","2","0.144","1.6","119","8.8","110","150","0.018","0.003","0.031","8.1","3.6","31.8","1","1.5","3","24.3","0.17","0.52","0.54","0.12","2.2","0.007","0.5"
"Mirs Bay","MM1","1991-11-07","1","Middle Water","0.7","0.087","0.5","100","7.5","70","100","0.069","<0.002","0.012","8.1","2.8","33","1.16","1.5","9.5","23.6","0.16","0.68","0.75","0.13","5.9","0.005","1.5"
"Mirs Bay","MM1","1991-11-07","1","Bottom Water","1","0.107","1.1","89","6.7","320","420","0.008","0.002","0.015","8.1","3","33","1.05","1.5","6","23.5","0.12","0.62","0.63","0.12","4.2","0.006","0.5"
"Mirs Bay","MM1","1992-01-15","1","Surface Water","1.8","0.208","2.9","95","8.4","6","6","0.066","0.015","0.054","8.1","11","31.8","1.61","4","2","11.4","0.29","0.26","0.34","0.2","7.9","0.004","0.5"
"Mirs Bay","MM1","1992-01-15","1","Middle Water","1.8","0.178","0.3","92","8.2","68","68","0.044","0.007","0.011","8.1","2","31.7","0.95","4","1.5","11.1","0.23","0.29","0.34","0.1","7","0.004","1"
"Mirs Bay","MM1","1992-01-15","1","Bottom Water","1.4","0.161","0.5","86","7.6","68","68","0.048","0.007","0.006","8.1","1.9","31.7","0.95","4","3.5","11.1","0.22","0.3","0.36","0.1","7.2","0.003","1"
"Mirs Bay","MM1","1992-05-26","1","Surface Water","5.2","0.113","1.6","138","9.1","21","21","<0.002","<0.002","0.015","8.5","23","N/A","0.12","1.8","1.5","26.7","0.12","0.51","0.51","0.13","1.4","N/A","1"
"Mirs Bay","MM1","1992-05-26","1","Middle Water","2.8","0.065","4.3","115","7.8","34","40","0.004","<0.002","0.008","8.4","2.5","N/A","<0.05","1.8","2","25.1","0.07","0.41","0.42","0.05","1","N/A","1"
"Mirs Bay","MM1","1992-05-26","1","Bottom Water","1.5","0.075","2.1","40","3","3","3","0.007","0.003","0.005","7.9","5.3","N/A","0.48","1.8","4.5","24.1","0.09","0.42","0.43","0.05","2.7","N/A","2"
"Mirs Bay","MM1","1992-07-09","1","Surface Water","1.6","0.083","2.1","123","8.5","3","4","0.003","<0.002","0.02","8.1","2","20.7","1.13","2.4","2","27.9","0.09","0.17","0.18","0.11","2.1","0.006","1"
"Mirs Bay","MM1","1992-07-09","1","Middle Water","2","0.097","3.2","109","7.5","4","7","0.002","<0.002","0.026","8.2","2","20.9","1.51","2.4","2.5","27.2","0.1","0.2","0.2","0.11","1.8","0.008","1.5"
"Mirs Bay","MM1","1992-07-09","1","Bottom Water","1.8","0.087","2.7","29","2.1","50","50","0.002","<0.002","0.021","8.1","4.4","21.9","1.2","2.4","4","26.3","0.09","0.3","0.3","0.1","2.5","0.005","1"
"Mirs Bay","MM1","1992-09-10","1","Surface Water","3.4","0.086","1.6","143","9.4","1","5","0.017","0.002","0.032","8.5","4.8","30.4","1.81","1.2","1","28.5","0.11","0.25","0.27","0.04","3","0.014","1"
"Mirs Bay","MM1","1992-09-10","1","Middle Water","2.7","0.054","4.3","116","7.7","6","8","0.009","<0.002","0.031","8.2","10","31.7","1.72","1.2","4.5","28","0.07","0.21","0.22","0.09","3.1","0.004","3.5"
"Mirs Bay","MM1","1992-09-10","1","Bottom Water","1.5","0.035","<0.2","74","4.9","2","3","0.011","0.002","0.019","8.1","1.1","31.7","1.13","1.2","1.5","27.7","0.05","0.1","0.11","0.04","1.2","0.002","1"
"Mirs Bay","MM1","1992-11-19","1","Surface Water","3.9","0.131","N/A","118","8.5","45","62","0.02","0.01","0.035","8.2","N/A","32.9","0.6","1.5","2.5","22.5","0.16","0.69","0.72","0.17","3.5","0.007","2"
"Mirs Bay","MM1","1992-11-19","1","Middle Water","2","0.069","N/A","106","7.5","190","200","0.033","0.004","0.031","8.1","N/A","32.9","0.63","1.5","3","22.1","0.11","0.6","0.64","0.17","3.9","0.003","2"
"Mirs Bay","MM1","1992-11-19","1","Bottom Water","1.5","0.053","N/A","87","6.4","80","80","0.034","<0.002","0.022","8.1","N/A","32.8","0.57","1.5","2.5","21.7","0.09","0.56","0.6","0.14","3.3","0.002","1.5"
"Mirs Bay","MM1","1993-01-14","1","Surface Water","3.8","0.375","0.3","128","9.6","700","700","0.008","0.002","0.057","8.2","0.2","32.7","0.85","1","3.5","19.9","0.39","1.11","1.12","0.15","5.1","0.018","1.5"
"Mirs Bay","MM1","1993-01-14","1","Middle Water","3.6","0.249","N/A","97","7.3","500","700","0.009","<0.002","0.032","8.2","N/A","32.7","0.45","1","3","19.6","0.26","0.85","0.86","0.13","5.1","0.013","1"
"Mirs Bay","MM1","1993-01-14","1","Bottom Water","1.3","0.172","<0.2","74","5.6","31","39","0.018","0.004","0.028","8.2","2.9","32.3","0.52","1","2.5","19.5","0.19","0.59","0.61","0.16","3.6","0.007","1"
"Mirs Bay","MM1","1993-03-19","1","Surface Water","1.5","0.283","0.6","85","6.5","400","500","0.058","0.014","0.034","8","<0.2","32.9","1.23","2","13","18.5","0.36","0.59","0.66","0.07","3.9","0.007","4.5"
"Mirs Bay","MM1","1993-03-19","1","Middle Water","2","0.256","1.1","82","6.3","260","330","0.039","0.013","0.034","8","0.4","33","0.99","2","1.5","18.6","0.31","0.56","0.61","0.06","5.3","0.006","<0.5"
"Mirs Bay","MM1","1993-03-19","1","Bottom Water","0.8","0.064","1.3","80","6.1","230","260","0.016","0.005","0.017","8","<0.2","33.6","0.83","2","20","18.8","0.09","0.25","0.27","0.06","7","0.002","5"
"Mirs Bay","MM1","1993-05-18","1","Surface Water","2.4","0.072","0.3","104","7","6","7","0.029","0.115","0.014","8.2","0.6","30.5","<0.05","1.1","6","28.7","0.22","0.31","0.45","0.24","3","0.006","4.5"
"Mirs Bay","MM1","1993-05-18","1","Middle Water","1.6","0.025","0.4","93","6.6","35","37","0.174","0.007","0.011","8.1","0.5","32.2","0.14","1.1","12","26.2","0.21","0.18","0.36","0.22","15.2","0.001","2.5"
"Mirs Bay","MM1","1993-05-18","1","Bottom Water","0.9","0.02","0.4","139","10.2","4","5","0.168","0.007","0.027","7.8","<0.2","32.2","0.61","1.1","8.5","24.4","0.2","0.15","0.33","0.19","21.4","0.001","2.5"
"Mirs Bay","MM1","1993-07-19","1","Surface Water","2.3","0.26","1.8","102","6.7","170","210","0.022","0.004","0.042","8.4","0.3","27.1","1.83","1.2","3","30.1","0.29","0.53","0.56","0.2","5.3","0.04","1"
"Mirs Bay","MM1","1993-07-19","1","Middle Water","1.7","0.203","1.1","95","6.4","400","800","0.01","<0.002","0.036","8.4","<0.2","28.8","1.68","1.2","7","28.4","0.22","0.37","0.38","0.06","4.8","0.025","3"
"Mirs Bay","MM1","1993-07-19","1","Bottom Water","1.4","0.185","1","30","2.1","1400","2800","0.073","0.031","0.035","8","0.7","33.3","2","1.2","3.5","25.6","0.29","0.42","0.52","0.06","77.3","0.007","1.5"
"Mirs Bay","MM1","1993-09-08","1","Surface Water","0.2","0.047","6.7","129","8.2","2","2","<0.002","<0.002","0.02","8.6","3.6","30.3","0.25","1.4","3","30.1","0.05","0.18","0.18","0.07","2.7","0.009","0.5"
"Mirs Bay","MM1","1993-09-08","1","Middle Water","0.2","0.052","6.2","116","7.4","3","5","<0.002","<0.002","0.02","8.5","1.8","30.9","0.25","1.4","3","29.6","0.06","0.19","0.19","0.05","2.1","0.008","1"
"Mirs Bay","MM1","1993-09-08","1","Bottom Water","<0.1","0.057","2.7","111","7.2","14","31","<0.002","<0.002","0.055","8.4","1.5","31.1","0.55","1.4","1.5","29.3","0.06","0.18","0.18","0.05","2.1","0.008","<0.5"
"Mirs Bay","MM1","1993-11-30","1","Surface Water","1.2","0.064","3.8","116","8.5","90","100","0.027","<0.002","0.021","8.2","1.4","31.8","1.32","1.5","4.3","21.2","0.09","0.7","0.73","0.06","2.9","0.003","0.9"
"Mirs Bay","MM1","1993-11-30","1","Middle Water","0.9","<0.005","2.2","118","8.7","15","25","0.014","<0.002","0.016","8.2","2.4","32.4","1.26","1.5","5.6","20.8","0.02","0.36","0.38","0.04","2.8","0.001","0.8"
"Mirs Bay","MM1","1993-11-30","1","Bottom Water","0.5","<0.005","1","111","8.2","20","24","<0.002","<0.002","0.013","8.3","0.8","32.5","1.01","1.5","11","20.8","0.01","0.8","0.8","0.04","3.3","0.001","2.5"
"Mirs Bay","MM1","1994-01-27","1","Surface Water","5.5","0.084","32","152","12.2","50","80","0.009","<0.002","0.018","8.8","9.6","31","0.08","1.5","10","16.7","0.1","0.97","0.98","0.07","2.7","0.011","5.2"
"Mirs Bay","MM1","1994-01-27","1","Bottom Water","5.7","0.117","37","156","12.9","550","650","0.007","<0.002","0.021","8.7","8.1","27.6","0.09","1.5","3.3","16.5","0.13","0.74","0.75","0.09","2.3","0.013","1.8"
"Mirs Bay","MM1","1994-03-21","1","Surface Water","3.4","0.113","17","117","9.2","440","540","0.065","0.014","0.015","8.5","7","32.4","0.69","1.6","3","17.5","0.19","0.66","0.74","0.04","3.9","0.008","1"
"Mirs Bay","MM1","1994-03-21","1","Middle Water","1.6","0.071","9","116","9.1","350","400","0.024","0.007","0.012","8.5","5","32.5","0.6","1.6","2.5","17.5","0.1","0.47","0.5","0.03","3.5","0.005","0.8"
"Mirs Bay","MM1","1994-03-21","1","Bottom Water","0.9","0.057","7","110","8.7","70","79","0.007","0.005","0.012","8.5","2.3","32.5","0.6","1.6","3.1","17.3","0.07","0.33","0.34","0.03","3.9","0.004","0.7"
"Mirs Bay","MM1","1994-05-16","1","Surface Water","1.1","0.043","2.9","94","6.1","2","3","0.003","<0.002","0.009","8.4","0.8","31.8","0.3","2.2","1.9","28.4","0.05","0.16","0.17","0.07","2.5","0.005","0.9"
"Mirs Bay","MM1","1994-05-16","1","Middle Water","1.2","0.047","5.2","92","6.2","7","10","<0.002","<0.002","0.011","8.4","1.1","31.9","0.48","2.2","2.9","26.9","0.05","0.16","0.16","0.08","2.1","0.005","0.8"
"Mirs Bay","MM1","1994-05-16","1","Bottom Water","1.3","0.061","1.7","44","3.1","2","2","<0.002","<0.002","0.017","8.1","1.2","33.2","1.23","2.2","6.9","23.6","0.07","0.15","0.15","0.09","5.6","0.003","1.7"
"Mirs Bay","MM1","1994-07-29","1","Surface Water","1.5","0.02","9.7","114","8.1","510","680","0.063","0.002","0.022","8.8","4.2","13.2","2.28","1.4","3","29.3","0.09","0.49","0.56","0.06","3.8","0.006","1.5"
"Mirs Bay","MM1","1994-07-29","1","Middle Water","1.4","0.021","11","107","7.6","1800","2200","0.059","0.003","0.021","8.6","4.4","15.4","2.46","1.4","2.4","28.9","0.08","0.41","0.47","0.07","3.6","0.005","1.3"
"Mirs Bay","MM1","1994-07-29","1","Bottom Water","1.2","0.021","10","91","6.3","1500","1800","0.074","0.003","0.024","8.5","4.7","20.4","2.14","1.4","3.3","28.5","0.1","0.3","0.38","0.07","4.8","0.004","1.6"
"Mirs Bay","MM1","1994-09-26","1","Surface Water","3.1","0.092","8.5","107","7","19","26","0.004","<0.002","0.043","8.4","2.9","28","0.96","1.5","2.7","28.9","0.1","0.47","0.48","0.07","3.4","0.013","1.8"
"Mirs Bay","MM1","1994-09-26","1","Middle Water","1.6","0.102","2.7","108","7","39","56","0.003","<0.002","0.029","8.4","0.8","29.8","0.5","1.5","2.1","28.6","0.11","0.29","0.3","0.05","2.5","0.013","1.2"
"Mirs Bay","MM1","1994-09-26","1","Bottom Water","1.2","0.04","1.1","94","6.1","100","140","0.006","0.005","0.027","8.2","2.1","31","0.6","1.5","1.4","28.2","0.05","0.28","0.29","0.05","4.7","0.003","0.9"
"Mirs Bay","MM1","1994-11-18","1","Surface Water","3.7","0.172","12","98","6.7","500","1100","0.002","<0.002","0.027","8.4","17","32","0.43","1.4","6.9","24.8","0.18","0.57","0.57","0.07","5.1","0.018","2.7"
"Mirs Bay","MM1","1994-11-18","1","Middle Water","0.6","0.171","2.3","91","6.3","200","280","0.005","0.003","0.002","8.3","4.8","32.3","1.07","1.4","6.9","24.4","0.18","0.5","0.51","0.05","4.4","0.014","1.4"
"Mirs Bay","MM1","1994-11-18","1","Bottom Water","0.3","0.166","0.8","86","6","140","170","0.004","0.003","0.029","8.4","2.1","32.2","1.19","1.4","15","24.4","0.17","0.53","0.54","0.06","2.9","0.015","1.9"
"Mirs Bay","MM1","1995-01-12","1","Surface Water","1.8","0.088","6.2","104","8","170","190","0.004","0.002","0.032","8.2","7.9","32.2","0.17","1.8","11","18.5","0.09","0.35","0.36","0.08","1.4","0.004","3.3"
"Mirs Bay","MM1","1995-01-12","1","Middle Water","1.2","0.072","5.2","106","8.2","77","86","0.007","<0.002","0.027","8.2","3.5","32.6","0.06","1.8","9.2","18.4","0.08","0.2","0.21","0.06","0.7","0.003","3.1"
"Mirs Bay","MM1","1995-01-12","1","Bottom Water","1.3","0.067","6.4","104","8","60","70","0.003","0.002","0.032","8.2","3.4","33","<0.05","1.8","9","18.3","0.07","0.27","0.28","0.05","2.2","0.003","2.8"
"Mirs Bay","MM1","1995-03-23","1","Surface Water","2.8","0.12","1.4","114","8.9","120","210","0.042","0.002","0.034","8.1","5.1","31.7","1","1.5","16","18.1","0.16","0.52","0.56","0.09","1.7","0.004","5.1"
"Mirs Bay","MM1","1995-03-23","1","Middle Water","3.4","0.13","3.6","117","9.1","280","320","0.009","<0.002","0.03","8.2","7.4","31.5","1.3","1.5","18","18.3","0.14","0.74","0.75","0.09","1.6","0.005","5.8"
"Mirs Bay","MM1","1995-03-23","1","Bottom Water","3.8","0.12","4.1","113","9","100","130","0.004","<0.002","0.028","8.1","6.7","31.8","1.4","1.5","18","17.2","0.13","1.1","1.11","0.1","29.4","0.004","6.7"
"Mirs Bay","MM1","1995-05-15","1","Surface Water","2.6","0.04","15","158","10.7","240","450","<0.002","<0.002","0.011","8.4","2.1","30.9","0.3","1.4","5.7","26.4","0.04","0.55","0.55","0.08","1.5","0.005","3.8"
"Mirs Bay","MM1","1995-05-15","1","Middle Water","2.1","0.041","9.9","173","11.8","160","260","<0.002","0.003","0.014","8.3","2.4","31.3","0.26","1.4","6.8","25.5","0.05","0.49","0.5","0.06","1.5","0.003","4.4"
"Mirs Bay","MM1","1995-05-15","1","Bottom Water","0.8","0.024","4.7","131","9.1","12","21","<0.002","<0.002","0.014","8.1","0.4","32","0.3","1.4","3.7","24.2","0.03","0.35","0.35","0.04","9.5","0.001","1.2"
"Mirs Bay","MM1","1995-07-27","1","Surface Water","1.1","0.16","5.6","73","4.9","3100","4300","0.033","0.005","0.047","8","3.5","30","1.7","1.2","4","26.9","0.2","0.29","0.33","0.09","2","0.008","1.2"
"Mirs Bay","MM1","1995-07-27","1","Middle Water","0.6","0.069","0.9","67","4.6","60","80","0.068","0.033","0.067","7.8","3.2","33.7","2.6","1.2","2.3","24.1","0.17","0.16","0.26","0.09","1","0.002","0.8"
"Mirs Bay","MM1","1995-07-27","1","Bottom Water","0.6","0.078","2","55","3.8","13","30","0.09","0.036","0.088","7.7","2.9","34.6","3.2","1.2","4.1","23.1","0.2","0.27","0.4","0.12","1.5","0.002","1"
"Mirs Bay","MM1","1995-09-25","1","Surface Water","3","<0.005","7.5","117","7.6","17","23","0.003","<0.002","0.008","8.3","3.5","30.3","0.29","2.3","4","28.7","0.01","0.27","0.28","0.05","2.4","0.001","2.2"
"Mirs Bay","MM1","1995-09-25","1","Middle Water","2.3","0.009","6.9","115","7.5","17","17","0.002","<0.002","0.009","8.2","3.6","31.3","0.37","2.3","8.6","28.4","0.01","0.15","0.15","0.06","2","0.001","2.6"
"Mirs Bay","MM1","1995-09-25","1","Bottom Water","2.3","0.015","7","116","7.5","5","12","0.003","<0.002","0.009","8","3.6","31.9","0.35","2.3","5.9","28.1","0.02","0.18","0.19","0.06","4.2","0.001","2.5"
"Mirs Bay","MM1","1995-11-15","1","Surface Water","2.1","0.22","10","101","7.3","550","670","0.017","0.01","0.04","8.3","7.1","32","0.72","2","6.3","22.4","0.25","3.3","3.33","0.3","4.6","0.017","1.7"
"Mirs Bay","MM1","1995-11-15","1","Middle Water","1.4","0.17","7.5","101","7.3","950","980","0.014","0.014","0.018","8.3","5.6","32.5","0.83","2","8","22.2","0.2","0.2","0.23","0.25","4.9","0.013","1.6"
"Mirs Bay","MM1","1995-11-15","1","Bottom Water","0.7","0.088","4","101","7.2","1200","1600","0.01","0.02","0.007","8.3","3.2","32.9","1","2","7.2","22.4","0.12","0.17","0.2","0.15","4.8","0.006","1.4"
"Mirs Bay","MM1","1996-01-26","1","Surface Water","1.8","0.11","3.2","78","6","140","250","0.015","0.005","0.012","8.3","2.8","33.6","0.56","2.2","1.6","18.4","0.13","0.37","0.39","0.1","3.3","0.006","0.6"
"Mirs Bay","MM1","1996-01-26","1","Middle Water","1.2","0.076","2.6","74","5.7","900","1200","0.013","0.006","0.015","8.3","2.2","33.7","0.46","2.2","1.6","18.3","0.1","0.26","0.28","0.1","3.2","0.004","0.6"
"Mirs Bay","MM1","1996-01-26","1","Bottom Water","0.7","0.072","1.1","74","5.7","410","600","0.012","0.006","0.012","8.3","2.3","33.8","0.54","2.2","3","18.2","0.09","0.22","0.24","0.08","3.6","0.004","0.6"
"Mirs Bay","MM1","1996-03-25","1","Surface Water","1.2","0.39","4.7","84","6.2","1100","1100","0.046","0.007","0.038","8","1.2","33.9","1.1","1.8","2.6","20.7","0.44","0.6","0.65","0.11","4.3","0.012","0.7"
"Mirs Bay","MM1","1996-03-25","1","Middle Water","0.4","0.041","2.8","74","5.6","3","3","0.007","0.003","0.011","8.1","0.4","34.2","0.42","1.8","2.1","18.9","0.05","0.26","0.27","0.05","4.3","0.001","0.5"
"Mirs Bay","MM1","1996-03-25","1","Bottom Water","0.3","0.1","2.7","83","6.3","120","160","0.015","<0.002","0.018","8.1","0.4","34.2","0.69","1.8","4.5","18.8","0.12","0.25","0.27","0.05","6.2","0.004","0.8"
"Mirs Bay","MM1","1996-05-24","1","Surface Water","2.9","0.033","11","116","7.6","250","380","<0.002","<0.002","0.012","8.4","2.2","32.2","0.75","2","2.7","27.5","0.04","0.33","0.33","0.14","3.7","0.004","1.4"
"Mirs Bay","MM1","1996-05-24","1","Middle Water","2.3","0.033","1.3","118","7.9","300","540","0.002","<0.002","0.01","8.4","0.9","32.7","0.4","2","3.2","26.4","0.04","0.17","0.17","0.09","3.9","0.003","1.7"
"Mirs Bay","MM1","1996-05-24","1","Bottom Water","2.1","0.059","10","111","7.6","90","220","<0.002","<0.002","0.014","8.3","2.9","33.1","0.68","2","2.6","25.2","0.06","0.26","0.26","0.1","4.8","0.005","1.5"
"Mirs Bay","MM1","1996-07-08","1","Surface Water","2.4","<0.005","3.9","150","9.5","1","8","0.008","0.003","0.012","8.3","<0.2","28.1","0.83","1.5","2.5","31.7","0.02","0.26","0.27","0.06","1.7","0.001","1.4"
"Mirs Bay","MM1","1996-07-08","1","Middle Water","2.7","0.012","4.4","142","9.3","45","73","0.004","0.002","0.007","8.1","2.6","30.7","1","1.5","3.7","28.5","0.02","0.28","0.29","0.13","2.3","0.001","1.3"
"Mirs Bay","MM1","1996-07-08","1","Bottom Water","2","<0.005","9","97","6.6","90","130","<0.002","0.003","0.012","7.7","1.3","33.8","1.3","1.5","2.8","24.7","0.01","0.24","0.25","0.08","3.5","0.001","1.2"
"Mirs Bay","MM1","1996-09-16","1","Surface Water","1.6","0.16","4.6","87","5.7","650","760","0.079","0.009","0.019","8.3","15","26.8","1.8","2","4.2","29.1","0.25","0.45","0.54","0.06","1.5","0.016","1.1"
"Mirs Bay","MM1","1996-09-16","1","Middle Water","0.8","0.085","0.7","85","5.6","240","320","0.032","0.004","0.01","8.3","3.2","27.7","0.63","2","3.1","29","0.12","0.24","0.28","0.05","1.4","0.009","0.8"
"Mirs Bay","MM1","1996-09-16","1","Bottom Water","0.7","0.023","0.6","83","5.5","40","62","0.017","0.002","0.007","8.2","2.2","28.2","0.56","2","3.4","28.8","0.04","0.24","0.26","0.06","6.6","0.002","0.9"
"Mirs Bay","MM1","1996-11-18","1","Surface Water","0.9","0.23","5.2","95","6.8","500","1000","0.031","0.009","0.034","7.8","3.2","31.9","1.5","1.5","9.7","22.7","0.27","0.82","0.86","0.13","4","0.005","1.5"
"Mirs Bay","MM1","1996-11-18","1","Middle Water","0.9","0.22","5.3","84","6","1300","1500","0.034","0.008","0.037","7.8","3.7","32.3","1.4","1.5","9.7","22.7","0.26","0.7","0.74","0.12","3.2","0.005","1.5"
"Mirs Bay","MM1","1996-11-18","1","Bottom Water","1","0.23","5.5","84","5.9","430","560","0.035","0.006","0.033","7.8","3.4","32.3","1.5","1.5","7.7","23","0.27","1","1.04","0.21","3.9","0.005","1.2"
"Mirs Bay","MM1","1997-01-17","1","Surface Water","2.7","0.084","8.8","122","9.3","18","23","0.021","0.002","0.007","8.4","3.2","31.8","0.71","3","1.6","19.1","0.11","1.5","1.52","0.07","0.9","0.006","0.8"
"Mirs Bay","MM1","1997-01-17","1","Middle Water","2.1","0.094","3.5","141","10.9","13","27","0.015","<0.002","0.022","8.4","0.8","31.9","0.74","3","1.1","18.7","0.11","0.82","0.84","0.14","0.4","0.006","0.6"
"Mirs Bay","MM1","1997-01-17","1","Bottom Water","1.4","0.07","3.4","120","9.3","24","37","0.009","<0.002","0.017","8.3","1","31.7","0.71","3","1.5","18.1","0.08","0.75","0.76","0.13","0.7","0.003","0.7"
"Mirs Bay","MM1","1997-03-14","1","Surface Water","3.4","0.098","3.3","132","9.3","490","680","0.019","0.006","0.008","8.5","<0.2","31.4","0.54","2.8","2.4","23.6","0.12","0.43","0.46","0.15","2.9","0.012","1.5"
"Mirs Bay","MM1","1997-03-14","1","Middle Water","1.3","0.088","1.1","131","9.4","150","210","0.008","0.005","0.014","8.5","0.2","31.4","0.66","2.8","1.4","22.7","0.1","0.25","0.26","0.12","2.9","0.009","0.6"
