"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM4","1988-10-10","1","Surface Water","1.1","0.036","5.7","108","7.4","1","1","0.082","0.031","0.014","8.5","9.5","30.2","0.49","1.9","5","25.3","0.15","0.25","0.36","0.02","2.8","0.004","2.5"
"Deep Bay","DM4","1988-10-10","1","Bottom Water","1.3","0.042","10","104","7.1","10","10","0.082","0.029","0.017","8.5","1.4","30.5","0.52","1.9","4","25.2","0.15","0.18","0.29","0.04","3.1","0.005","2"
"Deep Bay","DM4","1988-11-24","1","Surface Water","0.6","0.067","1.1","92","7.1","44","49","0.29","0.058","0.03","N/A","0.5","27.4","2.7","N/A","20","19.2","0.42","0.26","0.61","0.05","16.5","N/A","4.5"
"Deep Bay","DM4","1988-11-24","1","Bottom Water","0.4","0.12","1","90","7","190","210","0.24","0.055","0.04","N/A","0.2","29.2","2.3","N/A","19","19.1","0.42","0.51","0.81","0.09","22","N/A","3"
"Deep Bay","DM4","1988-12-09","1","Surface Water","1.4","0.11","9.2","95","7.7","38","40","0.17","0.028","0.047","8.1","1.4","28.8","1.2","N/A","27","17.4","0.31","0.28","0.48","0.08","39.5","0.004","5"
"Deep Bay","DM4","1989-01-13","1","Surface Water","0.7","0.27","0.8","81","6.7","10","12","0.28","0.036","0.06","8.2","<0.2","26.6","2.4","N/A","2.5","16.5","0.59","0.62","0.94","0.11","24","0.011","3"
"Deep Bay","DM4","1989-01-13","1","Bottom Water","0.8","0.25","0.3","82","6.8","18","18","0.29","0.35","0.06","8.2","1.1","26.6","2.4","N/A","24","16.5","0.89","0.63","1.27","0.08","22","0.01","3"
"Deep Bay","DM4","1989-02-17","1","Surface Water","0.7","0.18","1.1","99","8.4","20","20","0.34","0.039","0.054","8.2","0.6","25.1","3.1","0.9","15","15.3","0.56","0.27","0.65","0.06","10","0.006","5"
"Deep Bay","DM4","1989-02-17","1","Bottom Water","0.7","0.19","1.2","98","8.4","6","8","0.34","0.04","0.028","8.2","1.1","25.5","3","0.9","7","15.1","0.57","0.28","0.66","0.07","11","0.006","3"
"Deep Bay","DM4","1989-03-14","1","Surface Water","1.2","0.16","1.9","97","7.8","4","4","0.26","0.023","0.025","8.3","0.3","26.9","2","1.2","6.5","17.5","0.44","0.46","0.74","0.04","8","0.009","2.5"
"Deep Bay","DM4","1989-03-14","1","Bottom Water","0.6","0.11","1.1","90","7.2","34","34","0.32","0.022","0.025","8.3","<0.2","29.5","1.6","1.2","9.5","17.3","0.45","0.64","0.98","0.04","10.4","0.005","2"
"Deep Bay","DM4","1989-04-14","1","Surface Water","0.4","0.51","1.6","89","7.1","180","180","0.97","0.085","0.14","8.1","1.2","19","4.1","N/A","5.5","22.1","1.57","0.93","1.99","0.18","14.5","0.023","1.5"
"Deep Bay","DM4","1989-04-14","1","Middle Water","0.2","0.54","0.5","N/A","N/A","130","140","0.83","0.074","0.12","N/A","1","N/A","4","N/A","7","N/A","1.44","0.89","1.79","0.15","N/A","N/A","1.5"
"Deep Bay","DM4","1989-04-14","1","Bottom Water","0.1","0.29","0.9","83","6.6","500","500","0.35","0.037","0.067","8.1","<0.2","20.2","2.8","N/A","20","20.9","0.68","0.66","1.05","0.09","24","0.014","2.5"
"Deep Bay","DM4","1989-05-12","1","Surface Water","0.3","0.007","4.2","107","7.7","2","2","1.7","0.023","0.017","8.3","1.1","12.6","4.9","1","2.5","28.6","1.73","0.49","2.21","0.03","9","0.001","1"
"Deep Bay","DM4","1989-05-12","1","Bottom Water","<0.1","0.083","2","94","6.8","100","120","0.94","0.032","0.035","8.1","1","19.8","3.6","1","6","26.7","1.06","0.48","1.45","0.04","13","0.006","1.5"
"Deep Bay","DM4","1989-06-12","1","Surface Water","1.2","0.011","10","89","6.9","190","190","0.51","0.033","0.033","8.5","2.5","10.2","5.1","1.2","3.5","26.1","0.55","0.28","0.82","0.05","8.9","0.002","1"
"Deep Bay","DM4","1989-06-12","1","Middle Water","1.1","0.009","10","N/A","N/A","34","40","0.47","0.029","0.03","N/A","0.9","N/A","4.7","1.2","10","N/A","0.51","0.24","0.74","0.07","N/A","N/A","1.5"
"Deep Bay","DM4","1989-06-12","1","Bottom Water","0.9","0.013","11","32","2.4","300","310","0.46","0.029","0.044","8.4","2.4","12.6","4.5","1.2","56","25.8","0.5","0.33","0.82","0.12","24.5","0.002","5"
"Deep Bay","DM4","1989-07-20","1","Surface Water","1","0.036","1.3","83","5.9","6","7","0.43","0.086","0.032","8.5","0.5","17.1","5.3","N/A","6.5","27.7","0.55","0.41","0.93","0.05","11","0.006","1"
"Deep Bay","DM4","1989-07-20","1","Bottom Water","0.8","0.067","1.2","79","5.6","50","52","0.4","0.081","0.042","8.4","0.3","18.7","4.7","N/A","15","27.2","0.55","0.45","0.93","0.07","20","0.009","2"
"Deep Bay","DM4","1989-08-18","1","Surface Water","2.3","0.007","13","89","6.1","10","10","0.17","0.034","0.023","8.7","2.9","20.5","2.4","0.4","12","29.8","0.21","0.35","0.55","0.08","28","0.002","3"
"Deep Bay","DM4","1989-08-18","1","Bottom Water","2.3","0.032","11","78","5.2","10","10","0.31","0.051","0.024","8.6","4","21","2.1","0.4","17","29.5","0.39","0.34","0.7","0.09","36","0.007","3"
"Deep Bay","DM4","1989-09-18","1","Surface Water","0.7","0.13","0.9","65","4.4","130","140","0.14","0.031","0.028","8.4","1.6","27.5","2","1","17","27.8","0.3","0.32","0.49","0.04","12.5","0.018","3"
"Deep Bay","DM4","1989-09-18","1","Bottom Water","0.6","0.23","2.5","67","4.6","290","290","0.13","0.029","0.046","8.4","<0.2","27.5","1.2","1","39","27.5","0.39","0.5","0.66","0.08","34","0.031","5"
"Deep Bay","DM4","1989-10-16","1","Surface Water","0.9","0.009","1.3","83","5.7","7","7","0.37","0.082","0.024","8.3","1.3","27.8","2.2","0.6","8.5","26.4","0.46","0.24","0.69","0.04","11.5","0.001","2"
"Deep Bay","DM4","1989-10-16","1","Bottom Water","1","0.009","1.8","82","5.6","4","4","0.37","0.083","0.023","8.3","0.2","28.7","2.2","0.6","9","26.1","0.46","0.22","0.67","0.04","12.1","0.001","3.5"
"Deep Bay","DM4","1989-11-13","1","Surface Water","0.4","0.082","7.2","107","7.9","15","18","0.18","0.027","0.015","8.4","1.2","20.9","0.92","0.8","13","24.2","0.29","0.41","0.62","0.07","16","0.009","2.5"
"Deep Bay","DM4","1989-11-13","1","Bottom Water","0.4","0.079","7.4","113","8.4","34","37","0.16","0.025","0.015","8.4","1.3","21.2","0.74","0.8","13","23.8","0.26","0.47","0.66","0.05","15","0.008","3"
"Deep Bay","DM4","1989-12-11","1","Surface Water","0.9","0.16","4","90","7","4","4","0.22","0.052","0.12","8.4","0.5","30","1.7","0.3","13","19.3","0.43","1.1","1.37","0.19","11.5","0.011","3"
"Deep Bay","DM4","1989-12-11","1","Bottom Water","1.7","0.14","6.7","92","7.2","5","5","0.23","0.054","0.078","8.4","1.5","30.3","1.6","0.3","25","19.1","0.42","1","1.28","0.14","11.5","0.01","6"
"Deep Bay","DM4","1990-01-12","1","Surface Water","0.5","0.046","3.7","81","6.8","4","4","0.31","0.04","0.028","8.1","<0.2","27.6","2.2","1","14","18.9","0.4","0.5","0.85","0.05","20","0.002","2.5"
"Deep Bay","DM4","1990-01-12","1","Bottom Water","0.4","0.63","1.6","76","6.5","24","26","0.36","0.083","0.16","8.1","1.9","28.5","2.7","1","31","18.5","1.07","0.97","1.41","0.18","38.5","0.022","3.5"
"Deep Bay","DM4","1990-02-12","1","Surface Water","0.5","0.11","12","99","8.8","4","4","0.19","0.023","0.03","8.1","0.4","28.9","1.2","0.5","16","16.8","0.32","0.58","0.79","0.08","20","0.003","3"
"Deep Bay","DM4","1990-02-12","1","Bottom Water","0.4","0.07","1.8","92","8.1","24","26","0.19","0.023","0.024","8.1","<0.2","29.1","1.2","0.5","19","16.8","0.28","0.39","0.6","0.07","38.5","0.002","2.5"
"Deep Bay","DM4","1990-03-16","1","Surface Water","0.5","0.13","<0.2","80","6.8","4","5","0.42","0.12","0.042","8.1","0.5","23.3","3","1.4","5","18.8","0.67","0.45","0.99","0.05","6","0.005","1"
"Deep Bay","DM4","1990-03-16","1","Bottom Water","0.5","0.17","<0.2","75","6.4","78","80","1.4","0.16","0.046","8.2","0.9","25.4","2.8","1.4","6.5","18.2","1.73","0.48","2.04","0.17","7","0.007","1"
"Deep Bay","DM4","1990-04-17","1","Surface Water","0.3","0.26","0.5","81","6.5","220","220","0.71","0.073","0.08","8.2","<0.2","18.3","3.9","1","6.5","21.2","1.04","0.99","1.77","0.12","6.5","0.013","1.5"
"Deep Bay","DM4","1990-04-17","1","Bottom Water","0.3","0.18","0.5","73","5.9","110","110","0.42","0.035","0.04","8.2","<0.2","25.6","3.2","1","10","20.9","0.64","0.66","1.12","0.07","8","0.01","2"
"Deep Bay","DM4","1990-05-14","1","Surface Water","1.3","0.074","5.3","87","6.3","10","20","0.82","0.044","0.016","8.3","4.2","16.9","3.5","1.2","4.5","25.5","0.94","0.66","1.52","0.06","5","0.008","1.5"
"Deep Bay","DM4","1990-05-14","1","Bottom Water","0.3","0.1","1.1","86","6.3","200","220","0.61","0.043","0.024","8.4","1.7","18.5","2.2","1.2","4.5","24.8","0.75","1.7","2.35","0.09","4","0.011","1.5"
"Deep Bay","DM4","1990-06-15","1","Surface Water","0.4","0.03","0.5","126","8.6","34","64","0.13","0.003","0.018","8.2","0.8","8.3","5.7","1","4","29.3","0.16","0.31","0.44","0.05","7.4","0.003","0.5"
"Deep Bay","DM4","1990-06-15","1","Bottom Water","0.5","0.043","1.3","86","6.1","260","260","0.2","0.006","0.016","8.4","0.2","26.5","4.5","1","4","26.5","0.25","0.45","0.66","0.05","6.6","0.005","0.5"
"Deep Bay","DM4","1990-07-13","1","Surface Water","0.3","0.015","0.2","104","7","120","140","0.84","0.06","0.048","8.6","0.4","9.3","5.4","1","11","29.4","0.92","0.37","1.27","0.07","22","0.003","2"
"Deep Bay","DM4","1990-07-13","1","Bottom Water","0.5","0.019","0.3","99","6.7","460","460","0.97","0.064","0.033","8.6","3.8","9.7","9.6","1","93","29.4","1.05","0.87","1.9","0.16","500","0.004","8.5"
"Deep Bay","DM4","1990-08-10","1","Surface Water","0.7","0.007","0.8","N/A","N/A","44","58","0.52","0.15","0.021","8.1","2","16","5.4","0.8","7","N/A","0.68","0.37","1.04","0.09","11","N/A","1.5"
"Deep Bay","DM4","1990-08-10","1","Bottom Water","0.5","0.005","0.8","N/A","N/A","160","170","0.54","0.16","0.043","8.1","0.9","17","5.3","0.8","14","N/A","0.71","0.29","0.99","0.1","16","N/A","2.5"
"Deep Bay","DM4","1990-09-25","1","Surface Water","1.3","0.052","5.3","110","7.4","18","38","0.55","0.15","0.045","8.2","1","22","3.8","1.6","5","29.4","0.75","1.2","1.9","0.11","6","0.005","1"
"Deep Bay","DM4","1990-09-25","1","Bottom Water","0.9","0.016","3.2","97","6.5","60","60","0.64","0.16","0.043","8.2","<0.2","22.7","3.2","1.6","6","29.1","0.82","0.78","1.58","0.19","9","0.001","0.5"
"Deep Bay","DM4","1990-10-19","1","Surface Water","0.1","0.007","1.1","90","6.3","3","3","0.29","0.13","0.029","8.1","0.8","25.8","2.3","0.8","8","27","0.43","0.5","0.92","0.07","14","0.001","0.5"
"Deep Bay","DM4","1990-10-19","1","Bottom Water","0.3","0.01","1.6","85","6","29","31","0.22","0.17","0.037","8","1.6","27.1","2.2","0.8","83","26.5","0.4","1.8","2.19","0.12","32.5","0.001","8"
"Deep Bay","DM4","1990-11-19","1","Surface Water","0.6","0.04","1.1","106","7.3","12","13","0.042","0.035","0.027","8.1","<0.2","32.4","1.9","1","20","27.6","0.12","0.33","0.41","0.05","8.8","0.003","2"
"Deep Bay","DM4","1990-11-19","1","Bottom Water","0.9","0.12","1.1","94","6.5","280","280","0.032","0.036","0.056","8.1","0.4","34.2","1.6","1","4.5","26.7","0.19","0.36","0.43","0.06","9.5","0.007","1.5"
"Deep Bay","DM4","1990-12-18","1","Surface Water","0.7","0.049","1.1","85","6.7","52","52","0.39","0.032","0.024","8","0.4","26.9","2.4","0.6","19","19.7","0.47","0.29","0.71","0.07","14","0.001","4.5"
"Deep Bay","DM4","1990-12-18","1","Bottom Water","0.8","0.092","1.1","83","6.6","340","410","0.33","0.043","0.044","8","0.6","28.8","2.1","0.6","18","19.4","0.47","0.37","0.74","0.1","15.5","0.002","8"
"Deep Bay","DM4","1991-01-21","1","Surface Water","1.1","0.19","1.9","95","7.7","82","82","0.29","0.038","0.052","7.9","0.9","29.2","1.8","0.6","41","17","0.52","0.71","1.04","0.12","20","0.004","4.5"
"Deep Bay","DM4","1991-01-21","1","Bottom Water","1","0.29","1.1","94","7.6","32","46","0.28","0.045","0.07","7.9","1.7","30","1.8","0.6","11","17","0.62","0.75","1.08","0.12","34","0.006","<0.5"
"Deep Bay","DM4","1991-02-25","1","Surface Water","0.8","0.26","1.9","91","7.9","6","6","0.16","0.016","0.036","8.1","0.4","28.1","0.97","1.6","11","17.5","0.44","0.39","0.57","0.06","5.4","0.009","4"
"Deep Bay","DM4","1991-02-25","1","Bottom Water","0.6","0.27","2.4","94","8.1","32","32","0.15","0.018","0.04","8.1","0.2","28.3","0.81","1.6","23","17.5","0.44","0.35","0.52","0.06","6.9","0.009","5"
"Deep Bay","DM4","1991-03-18","1","Surface Water","0.6","0.15","1.6","110","8.9","70","70","0.28","0.017","0.044","8","1.6","27.4","1.7","1.2","16","20.2","0.45","2","2.3","0.11","15","0.005","1.5"
"Deep Bay","DM4","1991-03-18","1","Bottom Water","0.5","0.14","1.6","101","8.2","68","71","0.28","0.017","0.043","8","1.2","27.6","1.7","1.2","6.5","20.2","0.44","2","2.3","0.12","11","0.005","1"
"Deep Bay","DM4","1991-04-18","1","Surface Water","1.4","<0.005","5.6","95","7","33","35","0.5","0.027","0.038","7.9","1.5","24.1","2.1","1.2","7","22.6","0.53","<0.05","0.58","0.09","6","0.001","2"
"Deep Bay","DM4","1991-04-18","1","Bottom Water","0.8","<0.005","2.4","93","6.9","150","180","0.38","0.023","0.026","7.9","2.1","25.4","1.8","1.2","40","22.3","0.41","0.43","0.83","0.08","35","0.001","5"
"Deep Bay","DM4","1991-05-20","1","Surface Water","1.7","0.068","5.6","90","6.3","2","2","0.781","0.12","0.051","7.9","3.6","18.9","3.51","1.4","6.5","26.6","0.97","0.55","1.45","0.11","9","0.003","1.5"
"Deep Bay","DM4","1991-05-20","1","Bottom Water","1.3","0.258","2.9","80","5.7","18","22","0.678","0.146","0.134","7.8","2.1","23","3.16","1.4","8","25.5","1.08","0.59","1.41","0.33","10","0.008","1"
"Deep Bay","DM4","1991-06-14","1","Surface Water","0.8","0.017","2","91","6.5","120","160","0.735","0.06","0.043","8","2.2","9.3","4.58","0.9","6","27.2","0.81","0.62","1.42","0.05","7.5","0.001","1"
"Deep Bay","DM4","1991-06-14","1","Bottom Water","0.5","0.049","1","77","5.4","140","200","0.68","0.109","0.057","8","1.8","15.2","3.6","0.9","18","26.5","0.84","0.52","1.31","0.09","18","0.003","2"
"Deep Bay","DM4","1991-07-15","1","Surface Water","0.5","<0.005","0.8","85","6.4","160","180","1.11","0.036","0.038","8","1.8","7.8","6.4","0.8","19","26.3","1.15","<0.05","1.2","0.75","18","0.001","4.5"
"Deep Bay","DM4","1991-07-15","1","Bottom Water","0.6","<0.005","0.5","82","6.3","160","220","1.06","0.048","0.04","8","2.6","11.4","6","0.8","22","26.1","1.11","0.35","1.46","0.06","21","0.001","5"
"Deep Bay","DM4","1991-08-29","1","Surface Water","0.5","<0.005","1.1","69","5.1","70","100","0.604","0.112","0.037","8.1","5.3","19","4.2","0.8","7","26.2","0.72","0.15","0.87","0.44","8.5","0.001","1"
"Deep Bay","DM4","1991-08-29","1","Bottom Water","0.3","<0.005","0.8","61","4.5","380","530","0.396","0.089","0.039","8.1","2.2","24.8","2.8","0.8","40","25.9","0.49","0.22","0.71","0.37","24","0.001","4"
"Deep Bay","DM4","1991-09-24","1","Surface Water","N/A","0.02","3.7","86","5.9","100","140","0.175","0.037","0.027","8.1","2.2","28.7","0.81","1.2","8","26.4","0.23","0.2","0.41","0.06","5.5","0.001","1.5"
"Deep Bay","DM4","1991-09-24","1","Bottom Water","N/A","0.034","4","82","5.6","380","470","0.158","0.032","0.026","8.1","2.1","29.1","0.76","1.2","13","26.1","0.22","0.18","0.37","0.13","13","0.002","1.5"
"Deep Bay","DM4","1991-11-08","1","Surface Water","0.5","0.01","<0.2","116","8.7","1","1","0.442","0.053","0.038","8.2","6","27.3","2.6","1","9.5","24.1","0.51","0.54","1.04","0.16","16","0.001","1.5"
"Deep Bay","DM4","1991-11-08","1","Bottom Water","0.7","0.094","5.8","108","8.1","140","140","0.424","0.078","0.077","8.1","6.7","29.5","1.7","1","15","23.7","0.6","0.57","1.07","0.2","16","0.005","2"
"Deep Bay","DM4","1991-12-09","1","Surface Water","0.6","0.034","0.3","118","9.5","120","210","0.264","0.037","0.004","7.7","1.6","28.4","1.5","1","11","20.7","0.34","0.29","0.59","0.18","11","0.001","1"
"Deep Bay","DM4","1991-12-09","1","Bottom Water","0.4","0.063","30","98","7.9","220","220","0.247","0.039","0.032","7.9","<0.2","29.6","1.6","1","17","20.8","0.35","0.34","0.63","0.14","18","0.002","2"
"Deep Bay","DM4","1992-01-07","1","Surface Water","1.1","0.398","<0.2","117","10.3","100","140","0.265","0.047","0.078","8","2.1","29.8","1.89","0.8","13","17.1","0.71","0.64","0.95","0.17","13","0.009","1.5"
"Deep Bay","DM4","1992-01-07","1","Bottom Water","1.9","0.315","<0.2","103","9","110","120","0.207","0.045","0.06","8","2.8","30.1","1.43","0.8","14","17","0.57","0.51","0.76","0.16","14","0.009","1.5"
"Deep Bay","DM4","1992-02-10","1","Surface Water","1.7","0.305","<0.2","89","6.5","37","46","0.183","0.038","0.082","8","1.9","28.9","0.72","1.8","4","11","0.53","0.62","0.84","0.16","4.8","0.004","1"
"Deep Bay","DM4","1992-02-10","1","Bottom Water","1.6","0.263","0.3","91","7","70","76","0.142","0.023","0.052","8","1.4","29.9","0.77","1.8","9.5","11.2","0.43","0.47","0.64","0.13","5.6","0.004","1.5"
"Deep Bay","DM4","1992-03-25","1","Surface Water","0.5","0.174","<0.2","80","6.5","160","200","0.651","0.07","0.007","7.9","0.7","23.2","3.39","0.8","6.5","20.6","0.9","0.64","1.36","0.03","7.6","0.005","1"
"Deep Bay","DM4","1992-03-25","1","Bottom Water","0.5","0.173","0.4","67","5.5","160","160","0.524","0.089","0.008","7.8","<0.2","23.2","3.37","0.8","8","20.4","0.79","0.6","1.21","0.03","9.3","0.004","1"
"Deep Bay","DM4","1992-04-22","1","Surface Water","1.1","0.199","0.3","88","7","80","130","0.569","0.064","0.036","8","0.3","15.6","4.63","1.1","6.5","22.4","0.83","0.3","0.93","0.16","7.9","0.009","1"
"Deep Bay","DM4","1992-04-22","1","Bottom Water","1.4","0.337","0.9","88","7.1","230","280","0.477","0.116","0.041","8","<0.2","20.8","3.69","1.1","11","21.7","0.93","0.36","0.95","0.15","12","0.013","1.5"
"Deep Bay","DM4","1992-05-22","1","Surface Water","0.6","0.081","0.5","78","5.6","1","1","3.62","0.046","0.02","7.7","<0.2","14","5.92","1","6.5","24.5","3.75","0.37","4.04","0.08","8","0.002","1"
"Deep Bay","DM4","1992-05-22","1","Bottom Water","0.7","0.09","0.9","80","5.8","240","270","0.442","0.031","0.021","7.8","0.4","23","2.49","1","9.5","24.3","0.56","0.36","0.83","0.2","12","0.002","1.5"
"Deep Bay","DM4","1992-06-19","1","Surface Water","1.9","0.067","2.1","100","7.2","110","130","0.766","0.064","0.042","7.8","4.6","10.7","5.59","1.4","4","27.6","0.9","0.44","1.27","0.11","5.3","0.003","1"
"Deep Bay","DM4","1992-06-19","1","Bottom Water","1.3","0.075","2.2","76","5.6","320","420","0.591","0.056","0.033","7.9","0.9","24","4.38","1.4","3.5","26.5","0.72","0.47","1.12","0.05","4.2","0.003","1.5"
"Deep Bay","DM4","1992-07-20","1","Surface Water","1.4","0.5","0.5","94","6.8","280","600","0.893","0.061","0.131","7.4","2.1","9.7","6.74","0.7","4.5","28.1","1.45","0.65","1.6","0.88","8","0.008","1"
"Deep Bay","DM4","1992-07-20","1","Bottom Water","1.1","0.235","<0.2","83","6.3","330","550","0.735","0.04","0.094","7.4","1.9","19.8","6.5","0.7","13","27","1.01","0.52","1.3","1.35","10","0.004","2.5"
"Deep Bay","DM4","1992-08-17","1","Surface Water","2.2","0.089","1.6","79","5.5","70","120","0.289","0.051","0.049","7.9","1.8","23.1","2.85","1.2","5.5","28.6","0.43","0.2","0.54","0.17","4.5","0.004","2"
"Deep Bay","DM4","1992-08-17","1","Bottom Water","2","0.14","0.9","69","4.8","600","900","0.249","0.053","0.06","7.8","2.8","25.9","2.47","1.2","4.5","28.1","0.44","0.3","0.6","0.2","9","0.005","1.5"
"Deep Bay","DM4","1992-09-16","1","Surface Water","1","0.024","1.6","90","6.1","1","1","1.02","0.154","0.033","7.9","<0.2","17","5.03","1.4","8","30.1","1.2","0.38","1.55","0.16","6.8","0.002","2"
"Deep Bay","DM4","1992-09-16","1","Bottom Water","0.5","0.036","0.5","77","5.4","1","1","0.795","0.153","0.039","7.9","2.5","23.2","3.63","1.4","7","28.9","0.98","0.26","1.21","0.19","7.3","0.002","2.5"
"Deep Bay","DM4","1992-10-12","1","Surface Water","1.8","0.054","3.2","86","6.7","5","5","0.252","0.08","0.042","8","0.5","30.9","1.37","1.2","9.5","22.5","0.39","0.59","0.92","0.13","8.4","0.002","2"
"Deep Bay","DM4","1992-10-12","1","Bottom Water","1.7","0.061","3.6","77","6","17","21","0.236","0.074","0.038","8","0.2","32","1.13","1.2","14","22.5","0.37","0.57","0.88","0.19","10","0.002","3"
"Deep Bay","DM4","1992-11-11","1","Surface Water","0.7","0.092","<0.2","85","6.8","10","12","0.29","0.073","0.052","7.9","6.3","32.1","1.45","1.2","13","17.1","0.46","0.51","0.87","0.34","10","0.002","2"
"Deep Bay","DM4","1992-11-11","1","Bottom Water","0.7","0.099","0.4","86","6.9","14","20","0.281","0.073","0.055","7.9","0.3","32.4","1.52","1.2","16","17.1","0.45","0.55","0.9","0.22","12","0.002","2"
"Deep Bay","DM4","1992-12-08","1","Surface Water","2","0.297","0.9","108","10.1","14","19","0.246","0.042","0.062","8.1","0.5","28.9","2.34","1.9","3","17.1","0.59","0.66","0.95","0.08","4.1","0.01","0.5"
"Deep Bay","DM4","1992-12-08","1","Bottom Water","2","0.276","0.5","106","8.6","16","24","0.244","0.049","0.066","8.1","1.1","30","2.53","1.9","1.5","16.7","0.57","0.64","0.93","0.08","3.3","0.008","1"
"Deep Bay","DM4","1993-01-12","1","Surface Water","0.6","0.159","0.4","98","7.9","70","70","0.306","0.012","0.042","8","0.9","30","1.72","1.2","14","19.9","0.48","0.97","1.29","0.09","15","0.005","1.5"
"Deep Bay","DM4","1993-01-12","1","Bottom Water","0.9","0.16","0.7","95","7.7","120","120","0.331","0.003","0.056","8","0.8","30.3","1.54","1.2","20","20","0.49","0.88","1.21","0.1","16","0.005","2.5"
"Deep Bay","DM4","1993-02-25","1","Surface Water","0.9","0.1","0.5","83","7.3","60","70","0.202","0.082","0.038","8","<0.2","32.2","0.93","1.2","28","18.1","0.38","0.83","1.11","0.11","23","0.003","2.5"
"Deep Bay","DM4","1993-02-25","1","Bottom Water","0.7","0.134","0.5","72","6.6","50","70","0.182","0.085","0.095","8","<0.2","32.6","0.9","1.2","19","18.3","0.4","0.69","0.96","0.09","26","0.003","1.5"
"Deep Bay","DM4","1993-03-12","1","Surface Water","0.6","N/A","N/A","84","7.1","13","27","N/A","N/A","N/A","8","N/A","30.2","N/A","0.5","N/A","19.9","N/A","N/A","N/A","N/A","15","N/A","N/A"
"Deep Bay","DM4","1993-03-12","1","Bottom Water","0.6","N/A","N/A","85","7.3","45","61","N/A","N/A","N/A","8","N/A","30.9","N/A","0.5","N/A","19.5","N/A","N/A","N/A","N/A","17","N/A","N/A"
"Deep Bay","DM4","1993-04-26","1","Surface Water","0.9","0.123","0.9","91","6.9","60","190","0.853","0.422","0.048","8","<0.2","20.4","3.57","1","6","23.1","1.4","0.5","1.78","0.16","7.8","0.005","1"
"Deep Bay","DM4","1993-04-26","1","Bottom Water","0.8","0.053","0.7","86","6.6","70","160","0.786","0.357","0.034","8","<0.2","25.4","3.44","1","6","22.7","1.2","0.4","1.54","0.03","8.3","0.002","1"
"Deep Bay","DM4","1993-05-10","1","Surface Water","0.7","<0.005","0.5","89","6.5","600","700","1.21","0.359","0.041","7.9","<0.2","16.3","5.31","1.6","5.5","25.5","1.57","0.46","2.03","0.04","7","0.001","1"
"Deep Bay","DM4","1993-05-10","1","Bottom Water","0.4","0.027","0.2","78","5.8","900","1200","0.801","0.071","0.028","7.9","0.4","24.1","2.95","1.6","15","24.1","0.9","0.4","1.27","0.05","12","0.001","2.5"
"Deep Bay","DM4","1993-06-07","1","Surface Water","0.6","0.124","0.4","94","6.6","11","33","0.654","0.039","0.042","8","<0.2","16.2","4.21","1.5","1","27.3","0.82","0.3","0.99","0.08","2.6","0.008","<0.5"
"Deep Bay","DM4","1993-06-07","1","Bottom Water","0.6","0.163","<0.2","77","5.6","170","260","0.541","0.082","0.043","8.1","0.5","24.3","3.5","1.5","1","26.1","0.79","0.29","0.91","0.07","2.4","0.009","<0.5"
"Deep Bay","DM4","1993-07-21","1","Surface Water","0.5","0.043","0.9","95","6.5","45","60","0.658","0.035","0.04","7.4","0.5","10.5","5.6","1.6","6.5","28.8","0.74","0.11","0.8","0.04","8.2","0.001","1"
"Deep Bay","DM4","1993-07-21","1","Bottom Water","0.4","0.039","0.5","82","5.6","37","46","0.651","0.03","0.067","7.5","0.5","20","5.71","1.6","6.5","27.9","0.72","0.22","0.9","0.06","10.4","0.001","1.5"
"Deep Bay","DM4","1993-08-31","1","Surface Water","3.2","0.258","15","128","8.7","6800","7000","0.607","0.182","0.084","8.5","6.7","16.7","1.14","0.6","6","29.1","1.05","0.45","1.24","0.1","6.3","0.053","2"
"Deep Bay","DM4","1993-08-31","1","Bottom Water","0.2","0.076","1.6","82","5.7","260","340","0.506","0.097","0.038","8.2","2.2","24","3.24","0.6","20","27.7","0.68","0.21","0.81","0.06","14","0.006","2"
"Deep Bay","DM4","1993-09-29","1","Surface Water","0.7","0.047","1","81","5.9","1700","1700","2.15","1.1","0.072","7.9","2.8","13","5.69","1.2","8.4","27.6","3.3","0.06","3.31","0.12","6.4","0.003","1.7"
"Deep Bay","DM4","1993-09-29","1","Bottom Water","0.4","0.102","0.4","70","5","210","250","0.607","0.258","0.043","8.1","0.5","21.6","4.2","1.2","12","26.9","0.97","0.1","0.97","0.08","15.1","0.007","2"
"Deep Bay","DM4","1993-10-15","1","Surface Water","1.4","0.283","16","121","8.4","160","160","0.238","0.086","0.04","8.4","14","25.5","0.47","1","15","26.5","0.61","1.04","1.36","0.09","7.7","0.03","2.6"
