"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","2001-04-17","1","Surface Water","5","5.6","8.3","70","5.2","5200","9900","0.15","0.076","0.61","7.6","6.8","21.7","6.2","0.5","5","23.9","5.83","6.3","6.53","0.75","97.6","0.105","2"
"Deep Bay","DM2","2001-05-11","1","Surface Water","2.4","1.9","3.6","71","5.2","610","1300","0.7","0.29","0.35","7.6","4.1","16.7","6.5","0.5","11","27","2.89","2.5","3.49","0.42","24.2","0.044","2.8"
"Deep Bay","DM2","2001-06-14","1","Surface Water","3.6","3.4","3.8","12","1","35000","100000","0.6","0.22","0.24","7.3","2.2","0.3","9.7","0.5","41","26.9","4.22","4.4","5.22","0.48","86.6","0.047","6.9"
"Deep Bay","DM2","2001-07-09","1","Surface Water","1","0.29","2.3","76","5.7","720","2000","1.1","0.28","0.056","6.3","0.7","3.5","7.9","0.5","14","29.4","1.67","0.56","1.94","0.1","32.1","0.001","3.9"
"Deep Bay","DM2","2001-08-22","1","Surface Water","3.1","1.1","2.9","50","3.4","480","880","0.51","0.28","0.18","7.9","7.2","13.3","5.5","1","36","30.8","1.89","1.4","2.19","0.24","21.4","0.077","4.8"
"Deep Bay","DM2","2001-09-20","1","Surface Water","2.2","2.1","1.9","53","3.8","5200","7800","0.41","0.28","0.23","7.4","13","15.7","6.2","1","17","29","2.79","2.6","3.29","0.3","26.7","0.035","2.8"
"Deep Bay","DM2","2001-10-19","1","Surface Water","1.2","2.6","3.2","60","4.3","95","150","0.32","0.36","0.3","7.3","1.6","22.9","4.9","0.5","21","25.6","3.28","2.9","3.58","0.37","41.5","0.025","3.2"
"Deep Bay","DM2","2001-11-16","1","Surface Water","0.9","2.3","1.9","80","6.4","470","810","0.37","0.28","0.27","7.5","1.5","27.4","3.8","0.5","30","17.7","2.95","2.5","3.15","0.33","29.9","0.021","3.7"
"Deep Bay","DM2","2001-12-14","1","Surface Water","1.9","2.2","1.3","57","4.6","4800","6400","0.41","0.2","0.31","7.5","1.7","26.6","3.6","0.5","18","18.2","2.81","2.7","3.31","0.35","30.7","0.02","2.1"
"Deep Bay","DM2","2002-01-15","1","Surface Water",">6.6","3.2","3.8","75","6","6500","10000","0.55","0.28","0.28","8.1","35","21.6","1.5","0.5","27","19.4","4.03","5.7","6.53","0.59","39.5","0.116","6.4"
"Deep Bay","DM2","2002-02-15","1","Surface Water","2.6","5.2","2","58","4.6","90","90","0.26","0.16","0.55","7.6","4.2","25.1","4.3","0.5","19","19.3","5.62","5.7","6.12","0.58","31.9","0.065","2.9"
"Deep Bay","DM2","2002-03-15","1","Surface Water","3.3","3.5","5.8","55","4.1","110","160","0.29","0.25","0.37","7.8","9.8","25.2","3.4","0.5","25","22","4.04","4.1","4.64","0.46","27.9","0.079","3.4"
"Deep Bay","DM2","2002-04-17","1","Surface Water","1.8","3.8","2.1","46","3.4","170","190","0.45","0.26","0.45","7.7","3.7","21.1","5","0.5","14","24.9","4.51","4.3","5.01","0.49","22.2","0.097","2.1"
"Deep Bay","DM2","2002-05-17","1","Surface Water","3.7","1.5","1.3","54","4","380","890","0.9","0.5","0.29","7.6","4.7","15.1","4.6","0.5","30","26.7","2.9","2","3.4","0.36","31.9","0.039","3.6"
"Deep Bay","DM2","2002-06-13","1","Surface Water","1.6","0.47","1.8","58","4.2","320","540","1.5","0.22","0.091","7.9","1.5","13.7","3.5","0.5","16","28.1","2.19","0.82","2.54","0.21","32","0.027","1.3"
"Deep Bay","DM2","2002-07-12","1","Surface Water","3.1","1.8","32","89","6.1","490","830","0.53","0.19","0.28","7.3","9.6","16.2","3.6","0.5","28","30.1","2.52","2.8","3.52","0.33","18.6","0.032","11"
"Deep Bay","DM2","2002-08-14","1","Surface Water","3.7","1.7","7.4","44","3.2","1700","2400","0.56","0.31","0.19","7.9","6","8","6.3","0.5","85","28.8","2.57","2.5","3.37","0.36","60.5","0.088","9.9"
"Deep Bay","DM2","2002-09-12","1","Surface Water","7.7","4.6","1.7","59","4.5","24000","50000","0.32","0.34","0.35","7.7","15","14","8.3","0.2","150","25.5","5.26","5.8","6.46","0.64","126.7","0.125","15"
"Deep Bay","DM2","2002-10-10","1","Surface Water","2.7","2.7","2.2","55","4.2","2300","4100","0.97","0.5","0.22","7.7","2","19","7.2","0.2","30","23.6","4.17","3.6","5.07","0.3","43.6","0.054","3.7"
"Deep Bay","DM2","2002-11-22","1","Surface Water","3","3","<0.2","54","4.2","4100","5300","0.36","0.19","0.35","7.4","3.2","24","4.2","0.5","54","20.8","3.55","3.3","3.85","0.42","60.6","0.025","5.8"
"Deep Bay","DM2","2002-12-19","1","Surface Water","2.1","3.6","3.1","57","4.4","1900","2400","0.23","0.16","0.46","7.6","2.6","25.9","4.3","0.2","20","21","3.99","4.6","4.99","0.55","29.2","0.05","3.5"
"Deep Bay","DM2","2003-01-20","1","Surface Water","4.6","3.2","2.4","58","4.8","9700","13000","0.38","0.28","0.25","7.9","8.7","22.3","2.1","0.2","28","17.6","3.86","4.3","4.96","0.44","32.5","0.065","5.1"
"Deep Bay","DM2","2003-02-21","1","Surface Water","6.4","3.4","1.2","65","5.2","450","660","0.2","0.21","0.41","7.6","19","23.9","4.4","0.1","190","19.3","3.81","4.3","4.71","0.69","158.7","0.041","20"
"Deep Bay","DM2","2003-03-24","1","Surface Water","2.2","3.5","1","35","2.8","2700","3500","0.44","0.22","0.42","8.4","1.6","25.3","4.7","0.5","24","18.8","4.16","4","4.66","0.47","33.8","0.257","3.3"
"Deep Bay","DM2","2003-04-08","1","Surface Water","3","3.7","0.7","43","3.3","1300","1900","0.56","0.36","0.5","7.5","2","22.1","5.7","0.5","15","22","4.62","3.7","4.62","0.51","17.1","0.05","2.6"
"Deep Bay","DM2","2003-05-19","1","Surface Water","2","0.97","1.4","42","3.1","260","370","1.1","0.21","0.14","7.7","2.8","13.6","4.6","0.2","35","28","2.28","1.3","2.61","0.21","35","0.037","4.2"
"Deep Bay","DM2","2003-06-20","1","Surface Water","3.2","2.8","25","57","4.1","1900","4100","0.58","0.27","0.29","7.5","4.6","7.6","8.1","0.2","14","29.4","3.65","3.7","4.55","0.36","20.3","0.064","4.5"
"Deep Bay","DM2","2003-07-18","1","Surface Water","12","2.7","6.1","51","3.6","77","2500","0.7","0.67","0.31","7.6","9.2","8","4.8","0.5","42","31.6","4.07","3.6","4.97","0.44","34.4","0.099","6.9"
"Deep Bay","DM2","2003-08-14","1","Surface Water","2.4","1.4","2.5","46","3.2","180","640","0.65","0.65","0.27","7.6","3.8","14.4","5.5","0.5","18","30.7","2.7","1.9","3.2","0.33","21.1","0.041","2.4"
"Deep Bay","DM2","2003-09-15","1","Surface Water","3.5","4.6","7.8","38","2.7","200000","360000","0.32","0.34","0.46","7.7","3","12.8","7.9","0.3","16","28.1","5.26","5.7","6.36","0.57","28.8","0.141","2.3"
"Deep Bay","DM2","2003-10-15","1","Surface Water","4.1","4.1","5.3","47","3.5","17000","22000","0.23","0.27","0.43","7.8","3.2","21.4","6.1","0.1","73","24.4","4.6","5","5.5","0.57","79.7","0.128","9.1"
"Deep Bay","DM2","2003-11-12","1","Surface Water","2.9","5.3","3.2","45","3.5","8200","10000","0.33","0.26","0.51","8","2.3","20.9","6.1","0.8","32","20.7","5.89","6.5","7.09","0.66","19.3","0.175","7.1"
"Deep Bay","DM2","2003-12-10","1","Surface Water","2","5.4","3.3","49","3.8","4000","4900","0.28","0.23","0.49","8","1.6","25.6","5.2","0.5","26","19.4","5.91","6.4","6.91","0.56","24.9","0.158","4.7"
"Deep Bay","DM2","2004-01-06","1","Surface Water","5.7","5.5","71","101","7.9","4100","4200","0.3","0.2","0.48","8.7","21","25","2.9","0.5","14","20","6","6.8","7.3","0.66","14.8","0.76","3.9"
"Deep Bay","DM2","2004-02-06","1","Surface Water","3.5","4.1","1.4","36","3.2","7400","7500","0.26","0.13","0.38","7.3","6.1","26.3","3.9","0.5","78","13.3","4.49","5.6","5.99","0.55","40.9","0.018","8.8"
"Deep Bay","DM2","2004-03-08","1","Surface Water","2.8","2.6","3.4","61","4.9","470","660","0.62","0.27","0.3","7.7","3.9","26.8","3.1","0.3","52","18.6","3.49","3.2","4.09","0.42","22.1","0.042","4.9"
"Deep Bay","DM2","2004-04-19","1","Surface Water","1.9","4.1","2.6","63","4.6","2100","2700","0.59","0.25","0.49","7.4","2","19.3","5.9","0.5","20","25.5","4.94","5","5.84","0.57","13.6","0.05","3.2"
"Deep Bay","DM2","2004-05-10","1","Surface Water","1.6","3.5","1.6","52","3.8","2600","4700","0.61","0.21","0.42","7.4","1.3","15.3","4.9","0.8","20","26.8","4.32","4.3","5.12","0.5","10.5","0.06","3.2"
"Deep Bay","DM2","2004-06-09","1","Surface Water","2.5","6.4","5.6","34","2.5","1600","2100","0.22","0.12","0.76","7.2","5.3","14.8","8.8","0.7","9.8","28.6","6.74","7.7","8.04","0.86","14.7","0.067","3"
"Deep Bay","DM2","2004-07-08","1","Surface Water","9.2","6.5","1.6","40","2.9","4600","7900","0.33","1.1","0.43","7.8","11","7.4","9.7","0.3","150","29.7","7.93","8","9.43","0.81","139.1","0.324","6.4"
"Deep Bay","DM2","2004-08-05","1","Surface Water","7.8","2.8","0.8","37","2.6","250","470","0.58","0.9","0.37","7.7","6.2","9.2","8.6","0.3","100","30.7","4.28","3.5","4.98","0.61","123.2","0.123","13"
"Deep Bay","DM2","2004-09-17","1","Surface Water","2.3","2.2","4","46","3.1","210","280","0.24","0.19","0.28","7.9","1.8","23.3","3.7","0.5","22","28.7","2.63","2.7","3.13","0.34","36","0.1","3"
"Deep Bay","DM2","2004-10-14","1","Surface Water","1.8","2.1","3.1","66","4.6","21","43","0.23","0.26","0.26","7.9","1.7","26.3","1.5","0.5","26","26","2.59","2.6","3.09","0.33","34.5","0.084","3.9"
"Deep Bay","DM2","2004-11-12","1","Surface Water","2.9","3.9","3.5","41","3","140","280","0.42","0.46","0.43","7.9","2.8","24.9","5.5","0.3","32","24.6","4.78","4.6","5.48","0.54","34.1","0.149","5.1"
"Deep Bay","DM2","2004-12-13","1","Surface Water","4","4.6","12","42","3","1000","2100","0.38","0.34","0.41","7.8","8.5","25.1","3.7","0.5","39","19.6","5.32","5","5.72","0.53","65.1","0.1","8.8"
"Deep Bay","DM2","2005-01-10","1","Surface Water",">7.7","3.3","140","106","9","2600","3000","0.26","0.25","0.23","8.2","18","27","2.1","0.2","32","15.6","3.81","4.5","5.01","0.53","40.3","0.112","9.6"
"Deep Bay","DM2","2005-02-25","1","Surface Water","3.4","3.3","0.4","26","2.2","3900","4600","0.47","0.33","0.34","7.7","3.1","26.4","4","0.4","29","15.9","4.1","3.8","4.6","0.45","29.3","0.037","3.9"
"Deep Bay","DM2","2005-03-11","1","Surface Water",">7.3","3.4","0.8","32","2.5","1200","1400","0.51","0.45","0.34","7.7","6.4","25.4","4.5","0.5","71","19.6","4.36","3.8","4.76","0.49","36.8","0.052","6.8"
"Deep Bay","DM2","2005-04-13","1","Surface Water",">5.9","2.4","0.8","46","3.5","210","280","1.1","0.75","0.37","8","9.9","22.2","5","0.5","54","22.2","4.25","3","4.85","0.47","38.1","0.086","8.6"
"Deep Bay","DM2","2005-05-13","1","Surface Water","1.7","1.2","1.1","75","5.5","630","1100","1.7","0.3","0.18","7.4","3","12.5","5.9","0.6","20","27.4","3.2","1.5","3.5","0.23","25.8","0.019","3.1"
"Deep Bay","DM2","2005-06-22","1","Surface Water","3.6","4.9","2.9","41","3.1","14000","23000","0.28","0.4","0.45","7.3","9.8","3.1","9.9","0.3","100","27.5","5.58","6.1","6.78","0.75","96.4","0.069","11"
"Deep Bay","DM2","2005-07-20","1","Surface Water","4","2.9","17","56","3.9","420","91000","0.33","0.56","0.53","7.8","45","4.7","1.2","0.2","53","32.1","3.79","4.1","4.99","0.69","34.8","0.164","18"
"Deep Bay","DM2","2005-08-19","1","Surface Water","1.8","3.4","5","45","3.4","26000","55000","0.23","0.2","0.32","7.2","4.4","7.6","7.9","0.5","40","27.8","3.83","4.4","4.83","0.47","93","0.035","5"
"Deep Bay","DM2","2005-09-21","1","Surface Water","2.6","2.6","2.9","79","5.4","420","1300","0.32","0.37","0.29","7.3","3.4","18.8","6.1","0.5","37","29.8","3.29","3","3.69","0.35","24.4","0.034","7.5"
"Deep Bay","DM2","2005-10-17","1","Surface Water","2.2","3","6.7","48","3.3","160","270","0.28","0.32","0.41","7.3","2","22.3","6.5","0.5","15","27.8","3.6","3.6","4.2","0.45","16.1","0.034","2.4"
"Deep Bay","DM2","2005-11-02","1","Surface Water","2.2","2.6","3","59","4.4","650","1100","0.31","0.34","0.35","7.8","2.2","25.5","4.6","0.6","19","22.4","3.25","3","3.65","0.4","19.7","0.065","2.9"
"Deep Bay","DM2","2005-12-02","1","Surface Water","3.4","3","8.2","71","5.3","1600","3100","0.29","0.31","0.39","7.1","3.6","26.7","2.4","0.3","39","21.9","3.6","3.3","3.9","0.5","30","0.015","5.7"
"Deep Bay","DM2","2006-01-19","1","Surface Water","4.6","5.1","21","70","5.4","9000","11000","0.4","0.31","0.44","7.5","15","23.9","3.7","0.3","76","21.1","5.81","5.8","6.51","0.67","60.4","0.057","12"
"Deep Bay","DM2","2006-02-15","1","Surface Water","5.9","2.4","15","47","3.7","3600","4000","0.62","0.32","0.28","7.1","7.8","25.6","2.7","0.2","50","19.5","3.34","3","3.94","0.45","43.8","0.01","9.5"
"Deep Bay","DM2","2006-03-20","1","Surface Water","1.7","0.61","1.2","80","6.2","64","81","0.58","0.14","0.068","7.7","1.4","26.4","2.3","0.3","39","20.3","1.33","0.85","1.57","0.15","40.3","0.01","3.5"
"Deep Bay","DM2","2006-04-18","1","Surface Water","1.7","2","2.5","67","5.2","270","330","0.79","0.29","0.32","7.8","2.4","23","4.7","0.6","14","21.7","3.08","2.2","3.28","0.34","15.6","0.042","2.2"
"Deep Bay","DM2","2006-05-15","1","Surface Water","2.1","0.68","6.3","88","6.4","120","420","0.81","0.28","0.21","7","6","18","4","0.3","24","26","1.77","1.3","2.39","0.26","21.3","0.004","7.4"
"Deep Bay","DM2","2006-06-28","1","Surface Water","2.8","0.75","100","105","7.5","140","170","0.59","0.34","0.091","7.9","19","9.4","0.2","0.1","29","30.3","1.68","1.8","2.73","0.3","27.9","0.042","8.2"
"Deep Bay","DM2","2006-07-13","1","Surface Water","5","3.5","120","105","7.5","64000","130000","0.4","0.25","0.44","7.9","20","7.7","1","0.2","27","31","4.15","4.7","5.35","0.63","23.7","0.243","11"
"Deep Bay","DM2","2006-08-10","1","Surface Water","3.4","3.3","12","54","3.9","55000","180000","0.25","0.22","0.28","7.7","5.7","7.9","8.9","0.3","14","29.4","3.77","3.8","4.27","0.38","19.9","0.135","3.6"
"Deep Bay","DM2","2006-09-08","1","Surface Water","2.7","3.7","12","40","2.8","9700","13000","0.42","0.24","0.32","7.4","7","10.9","6.9","0.3","10","29.5","4.36","4.4","5.06","0.4","17.4","0.064","3.2"
"Deep Bay","DM2","2006-10-09","1","Surface Water","2.1","2.6","8.3","37","2.6","400","770","0.25","0.27","0.31","6.9","5.1","22.8","2.4","0.3","35","27.5","3.12","3.2","3.72","0.46","42.2","0.015","3.8"
"Deep Bay","DM2","2006-11-06","1","Surface Water","1.4","2.5","5.7","58","4.2","130","270","0.32","0.31","0.37","7.4","1.9","25.5","4.1","0.3","22","24.3","3.13","2.7","3.33","0.42","34.3","0.029","3.8"
"Deep Bay","DM2","2006-12-05","1","Surface Water","1.4","3.1","2","67","5.1","970","1400","0.36","0.27","0.38","6.9","1","25.6","4.7","0.6","7.4","20.9","3.73","3.4","4.03","0.45","25.9","0.011","1.6"
"Deep Bay","DM2","2007-01-19","1","Surface Water","4.8","3.8","44","85","7","6900","9200","0.24","0.2","0.34","7.4","41","25.7","0.34","0.3","15","17.6","4.24","5.4","5.84","0.51","31.1","0.026","4"
"Deep Bay","DM2","2007-02-02","1","Surface Water","6.2","5.3","67","118","10.2","7600","8000","0.22","0.23","0.26","8.3","33","25.4","3.8","0.3","12","15.1","5.75","7.2","7.65","0.68","21.7","0.231","4.5"
"Deep Bay","DM2","2007-03-19","1","Surface Water","2.1","3.2","2.4","70","5.4","490","700","0.49","0.45","0.39","7.6","1.9","25.8","4.1","0.5","18","20.3","4.14","4.6","5.54","0.47","27.6","0.044","13"
"Deep Bay","DM2","2007-04-18","1","Surface Water","3","1.7","31","121","8.8","150","260","0.57","0.36","0.27","8","13","24.2","0.64","0.5","22","24.6","2.63","2.1","3.03","0.35","22.5","0.081","5.6"
"Deep Bay","DM2","2007-05-14","1","Surface Water","5.5","3.4","7.2","36","2.5","250","590","0.38","0.3","0.48","7.6","6.3","20.8","4.7","0.3","40","27.2","4.08","4.1","4.78","0.63","41.8","0.068","5.8"
"Deep Bay","DM2","2007-06-27","1","Surface Water","6.3","6.1","64","64","4.5","9800","14000","0.1","0.21","0.72","6.6","38","5.8","6.8","0.1","24","31.6","6.41","8.5","8.81","0.95","30.9","0.023","9"
"Deep Bay","DM2","2007-07-16","1","Surface Water","3.2","2.4","10","82","5.7","200","1000","0.58","0.72","0.35","6.6","9.6","7.2","5.7","0.2","25","32.4","3.7","3.3","4.6","0.44","30.3","0.009","4.1"
"Deep Bay","DM2","2007-08-13","1","Surface Water","3","4.3","2.2","21","1.6","35000","83000","0.25","0.36","0.39","7.3","1.5","7.9","7.7","0.5","14","28.8","4.91","5.3","5.91","0.49","16.7","0.067","3.4"
"Deep Bay","DM2","2007-09-10","1","Surface Water","2","2.9","12","44","3.1","480","860","0.29","0.15","0.37","7.4","2.4","17.1","6.9","0.4","15","28.7","3.34","4.1","4.54","0.47","20.6","0.057","2.5"
"Deep Bay","DM2","2007-10-08","1","Surface Water","3.2","4.8","18","63","4.3","360","710","0.11","0.24","0.54","7.3","12","16.6","6.1","0.5","13","30.4","5.15","5.3","5.65","0.65","21.1","0.069","3"
"Deep Bay","DM2","2007-11-09","1","Surface Water","1.7","3.3","5.1","76","5.6","550","960","0.23","0.23","0.38","6.9","2","26.8","4","0.5","10","22.4","3.76","4","4.46","0.47","17.8","0.013","2.3"
"Deep Bay","DM2","2007-12-08","1","Surface Water","2.4","3.7","7.7","59","4.7","2200","3100","0.24","0.21","0.37","6.6","5.9","25.6","3.1","0.4","28","19","4.15","4.8","5.25","0.49","25.4","0.011","3.8"
"Deep Bay","DM2","2008-01-07","1","Surface Water","2.6","3.6","18","48","4","2800","4200","0.38","0.27","0.29","6.8","5.6","24.3","2.8","0.3","21","18.1","4.25","4.5","5.15","0.41","29.6","0.01","4.2"
"Deep Bay","DM2","2008-02-25","1","Surface Water","3.2","2.1","2.1","68","5.7","740","1100","0.62","0.26","0.25","7.5","6.6","24.8","3.8","0.6","51","16.7","2.98","2.9","3.78","0.36","38.8","0.019","6.5"
"Deep Bay","DM2","2008-03-26","1","Surface Water","1.7","2.9","1","47","3.8","200","470","0.69","0.28","0.32","7.4","1.7","22.1","4.8","0.2","19","20.2","3.87","3.5","4.47","0.39","25.6","0.023","5.9"
"Deep Bay","DM2","2008-04-21","1","Surface Water","2.1","2.5","4.4","60","4.6","800","1500","1.1","0.31","0.22","7.4","3.4","16.9","5.3","0.7","13","24.6","3.91","3.1","4.51","0.26","17.2","0.035","4.4"
"Deep Bay","DM2","2008-05-22","1","Surface Water","1","2.7","2.3","59","4.4","1400","1900","0.62","0.22","0.32","7.5","2.2","19.8","4.3","1.1","11","25.2","3.54","3.1","3.94","0.36","15.9","0.042","3.2"
"Deep Bay","DM2","2008-06-24","1","Surface Water","3.4","2.2","120","127","9.4","770","1100","0.52","0.25","0.14","8.4","23","3.7","7.1","0.6","14","30","2.97","3.8","4.57","0.33","21.6","0.357","14"
"Deep Bay","DM2","2008-07-21","1","Surface Water","4.7","2.6","78","115","8.3","1200","1900","0.49","0.42","0.15","7.8","33","3.6","5.8","0.1","37","31","3.51","3.3","4.21","0.44","41","0.14","11"
"Deep Bay","DM2","2008-08-18","1","Surface Water","3.2","2.1","40","97","6.8","600","1400","0.47","0.48","0.2","7.6","21","10","1.4","0.6","27","31","3.05","3.1","4.05","0.29","27.1","0.066","8"
"Deep Bay","DM2","2008-09-17","1","Surface Water","1","1.9","8.4","37","2.5","91","160","0.35","0.23","0.3","6.6","3.7","18.8","6.2","0.2","14","30.3","2.48","2.6","3.18","0.36","20.9","0.014","3"
"Deep Bay","DM2","2008-10-15","1","Surface Water","1.1","2.5","3.8","64","4.6","100","220","0.34","0.22","0.28","8","1.6","22.6","5.7","0.2","15","25.9","3.06","2.8","3.36","0.33","20.7","0.116","3"
"Deep Bay","DM2","2008-11-14","1","Surface Water","2.4","1.9","50","132","9.9","620","1100","0.35","0.25","0.22","8.1","16","24.6","1","0.8","23","22.2","2.5","2.7","3.3","0.28","21.7","0.096","4.6"
"Deep Bay","DM2","2008-12-11","1","Surface Water","8.2","2.6","170","201","16.1","6900","11000","0.31","0.3","0.19","7.9","29","26","0.12","0.7","30","18.4","3.21","4.7","5.31","0.51","31.8","0.061","13"
"Deep Bay","DM2","2009-01-12","1","Surface Water","4.4","2.8","140","66","5.9","4700","6600","0.49","0.28","0.17","7.6","19","24.7","2.1","0.7","130","13.9","3.57","3.6","4.37","0.32","97","0.022","21"
"Deep Bay","DM2","2009-02-11","1","Surface Water","4.2","2.2","6.6","28","2.2","890","1100","0.89","0.29","0.25","7","9.8","24","4.3","0.2","48","21.4","3.38","2.8","3.98","0.35","35.8","0.008","14"
"Deep Bay","DM2","2009-03-04","1","Surface Water","2.3","3.1","0.5","55","4.4","260","350","0.84","0.25","0.41","7.2","2","22.1","5.3","0.9","18","20.5","4.19","3.2","4.29","0.46","21.1","0.016","3.4"
"Deep Bay","DM2","2009-04-15","1","Surface Water","1.6","1.6","1.2","69","5","66","110","0.69","0.23","0.2","7.8","4.2","23.3","4.6","0.2","23","24.7","2.52","1.8","2.72","0.26","23.7","0.048","4"
"Deep Bay","DM2","2009-05-15","1","Surface Water","1.1","0.46","3.1","78","5.4","7","16","0.89","0.17","0.15","7.5","1.4","21.6","2.7","0.8","9.5","28","1.52","0.76","1.82","0.18","15.7","0.008","2.4"
"Deep Bay","DM2","2009-06-22","1","Surface Water","4.2","3.3","7.1","62","4.3","330","620","0.21","0.34","0.4","7.5","10","10.6","7.4","0.1","58","30.8","3.85","4","4.55","0.56","54.5","0.095","10"
"Deep Bay","DM2","2009-07-23","1","Surface Water","2.9","2.4","8.4","52","3.7","2200","5500","0.35","0.29","0.26","7.5","6","11.9","7.6","0.4","17","30","3.04","3","3.64","0.34","20.2","0.053","5.5"
"Deep Bay","DM2","2009-08-20","1","Surface Water","4.1","2.5","15","75","5.1","1600","3000","0.32","0.29","0.25","7.4","5.9","13.2","8.7","0.3","14","31.3","3.11","3.2","3.81","0.37","15.5","0.05","6.1"
"Deep Bay","DM2","2009-09-23","1","Surface Water","4.1","2.8","7.6","58","4.1","580","1800","0.31","0.35","0.33","7.4","6.4","14.4","6.4","0.2","43","29.6","3.46","3.3","3.96","0.42","39.6","0.058","11"
"Deep Bay","DM2","2009-10-19","1","Surface Water","2","2.5","10","80","5.6","120","130","0.36","0.28","0.32","7.8","2.6","22.7","3.3","0.3","19","26.7","3.14","2.6","3.24","0.37","22.9","0.084","4.4"
"Deep Bay","DM2","2009-11-16","1","Surface Water","2","3.5","3.2","70","5.6","930","1000","0.41","0.33","0.38","7.5","3.4","21.8","3.6","0.3","20","19.8","4.24","3.6","4.34","0.43","20.3","0.034","3.8"
"Deep Bay","DM2","2009-12-05","1","Surface Water","12","4.4","160","105","8.5","3100","4000","0.3","0.26","0.27","7.7","41","24.1","0.94","0.4","61","18.8","4.96","5.2","5.76","0.44","86.3","0.073","21"
"Deep Bay","DM2","2010-01-15","1","Surface Water","2.9","4","1.8","72","6.1","5500","7000","0.41","0.32","0.3","7.5","2.8","24.1","4.9","0.5","25","16.2","4.73","4.2","4.93","0.37","25.2","0.03","3.4"
"Deep Bay","DM2","2010-02-06","1","Surface Water","6.6","4.2","1","73","6","980","1100","0.71","0.49","0.37","7.5","5.3","19.4","6.8","0.4","61","19.4","5.4","4.5","5.7","0.45","57.3","0.041","6.9"
"Deep Bay","DM2","2010-03-05","1","Surface Water","4.3","1.7","2.2","75","5.5","160","230","0.81","0.35","0.28","7.6","4","23","4.6","0.1","53","24.4","2.86","2","3.16","0.38","62.4","0.029","6.6"
"Deep Bay","DM2","2010-04-15","1","Surface Water","1.4","0.91","1.7","81","6","90","140","0.74","0.22","0.18","7.4","1.7","25.7","2.9","0.6","8.2","22.4","1.87","1.2","2.16","0.22","13","0.01","1.8"
"Deep Bay","DM2","2010-05-19","1","Surface Water","2.7","0.42","18","95","6.9","68","130","1.2","0.34","0.1","7.7","6.4","14.3","4.1","3","18","27.9","1.96","0.84","2.38","0.17","21.5","0.014","4"
"Deep Bay","DM2","2010-06-14","1","Surface Water","1.7","1","1.7","55","4","230","750","0.82","0.24","0.24","7.3","1.7","13.5","6.5","0.5","20","28.8","2.06","1.4","2.46","0.29","28.8","0.014","3.2"
"Deep Bay","DM2","2010-07-15","1","Surface Water","1.9","0.66","5","62","4.4","46","160","0.81","0.45","0.21","7.6","5.2","12","5.9","0.3","18","30.3","1.92","0.96","2.22","0.23","24.6","0.019","3.6"
"Deep Bay","DM2","2010-08-11","1","Surface Water","1.7","0.91","13","51","3.5","65","170","0.52","0.22","0.18","7.5","4.4","17.8","3.7","0.3","16","30.8","1.65","1.4","2.14","0.27","22","0.024","3"
"Deep Bay","DM2","2010-09-09","1","Surface Water","2.3","2","11","61","4.2","15000","38000","0.51","0.5","0.26","7.4","4.1","14.4","8","0.3","15","31.1","3.01","2.5","3.51","0.3","20.8","0.041","3.6"
"Deep Bay","DM2","2010-10-06","1","Surface Water","21","2.3","3","55","4.1","2700","6000","0.47","0.34","0.24","7.3","1.3","20.2","7.7","0.4","7.5","25.2","3.11","2.9","3.71","0.28","17.6","0.025","1.8"
"Deep Bay","DM2","2010-11-08","1","Surface Water","1.8","2.1","8.3","66","5","610","1300","0.63","0.4","0.2","7.5","3.8","22.8","2.5","0.6","23","22.1","3.13","2.4","3.43","0.27","29.4","0.027","3.3"
"Deep Bay","DM2","2010-12-06","1","Surface Water","1.8","3","5.9","47","3.6","1500","2700","0.61","0.31","0.27","7.3","3.7","20.5","4.7","0.5","21","22.7","3.92","3.6","4.52","0.34","28.6","0.023","3.6"
"Deep Bay","DM2","2011-01-06","1","Surface Water","1.9","3.3","1","64","5.7","4700","7500","0.5","0.25","0.27","7.3","2.3","22.9","5","0.6","32","14.4","4.05","3.6","4.35","0.35","31.3","0.013","4.5"
"Deep Bay","DM2","2011-02-07","1","Surface Water","4.8","1.3","46","108","9.2","87","140","0.63","0.18","0.085","8.1","26","17","0.68","0.4","27","18","2.11","2.4","3.21","0.25","26.5","0.059","6.9"
