"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Junk Bay","JM3","1999-05-06","1","Surface Water","0.3","0.15","3.5","61","4.3","1900","4600","0.03","0.009","0.03","8","<0.2","33.6","0.77","2.5","2.4","23.7","0.19","0.45","0.49","0.03","3.9","0.006","<0.5"
"Junk Bay","JM3","1999-05-06","1","Middle Water","0.6","0.14","1.9","71","5","3400","6700","0.028","0.009","0.034","8","<0.2","33.6","0.69","2.5","2.4","23.7","0.18","0.45","0.49","0.05","3.7","0.006","<0.5"
"Junk Bay","JM3","1999-05-06","1","Bottom Water","0.5","0.1","1.3","72","5","2900","4700","0.026","0.009","0.028","8","<0.2","33.8","0.69","2.5","3.2","23.6","0.14","0.22","0.26","0.03","4.5","0.004","<0.5"
"Junk Bay","JM3","1999-06-02","1","Surface Water","0.6","0.24","3.4","69","4.6","70","460","0.054","0.013","0.042","7.9","<0.2","32.2","0.54","2","2.2","26.8","0.31","0.58","0.65","0.05","6","0.01","0.6"
"Junk Bay","JM3","1999-06-02","1","Middle Water","0.4","0.2","2.4","65","4.4","800","2000","0.059","0.013","0.037","8","<0.2","32.4","0.47","2","3.1","26","0.27","0.51","0.58","0.05","6.4","0.008","0.8"
"Junk Bay","JM3","1999-06-02","1","Bottom Water","0.4","0.18","4","68","4.6","870","2300","0.051","0.012","0.03","8","<0.2","32.6","0.48","2","3.1","25.9","0.24","0.52","0.58","0.05","6.6","0.008","1.1"
"Junk Bay","JM3","1999-07-07","1","Surface Water","3.2","0.082","30","74","5.1","5800","12000","0.1","0.016","0.016","7.9","5.4","30.3","0.06","2","3.9","25","0.2","0.47","0.59","0.04","9.2","0.003","1.9"
"Junk Bay","JM3","1999-07-07","1","Middle Water","1.8","0.068","22","72","5.1","2500","5400","0.14","0.018","0.028","7.8","2.5","33.7","0.33","2","3","22.9","0.23","0.43","0.59","0.04","8.7","0.002","1.3"
"Junk Bay","JM3","1999-07-07","1","Bottom Water","1.7","0.078","19","43","3.1","2000","3300","0.14","0.018","0.026","7.8","2.4","34.3","0.39","2","2.9","22.5","0.24","0.39","0.55","0.04","15.9","0.002","1.2"
"Junk Bay","JM3","1999-08-09","1","Surface Water","2.2","0.13","24","107","7","8000","26000","0.088","0.019","0.016","8.5","1.4","29.3","0.48","1","3.8","28.7","0.24","0.47","0.58","0.06","9.8","0.022","1.4"
"Junk Bay","JM3","1999-08-09","1","Middle Water","1.2","0.15","12","63","4.1","1800","5000","0.09","0.02","0.032","8.4","1.6","30.9","0.64","1","3.3","28.1","0.26","0.41","0.52","0.05","6.9","0.017","0.9"
"Junk Bay","JM3","1999-08-09","1","Bottom Water","1","0.14","6.8","50","3.3","2300","4800","0.11","0.021","0.036","8.3","<0.2","31.5","1","1","4.4","27.3","0.27","0.36","0.49","0.07","6.6","0.014","0.9"
"Junk Bay","JM3","1999-09-03","1","Surface Water","0.9","0.055","16","76","5.2","570","1200","0.19","0.042","0.02","8.1","<0.2","30.7","1.2","1.7","2.6","26","0.29","0.26","0.49","0.05","5.5","0.003","0.9"
"Junk Bay","JM3","1999-09-03","1","Middle Water","1.1","0.068","9.1","65","4.5","850","2500","0.17","0.034","0.025","8.1","2.5","31.8","1.2","1.7","2.3","24.9","0.27","0.26","0.46","0.04","6.2","0.003","0.9"
"Junk Bay","JM3","1999-09-03","1","Bottom Water","1.1","0.062","3.4","55","3.8","4500","8500","0.13","0.016","0.03","8.1","<0.2","33","1.2","1.7","2.4","24.1","0.21","0.19","0.34","0.04","6.6","0.003","0.6"
"Junk Bay","JM3","1999-10-04","1","Surface Water","0.1","0.13","0.2","64","4.2","290","2100","0.073","0.029","0.034","8.4","1","31.4","0.98","2","5","27.3","0.23","0.29","0.39","0.05","7.9","0.014","0.8"
"Junk Bay","JM3","1999-10-04","1","Middle Water","0.3","0.11","0.9","66","4.4","250","2600","0.06","0.028","0.03","8.4","<0.2","31.5","0.92","2","4.5","27.3","0.2","0.23","0.32","0.05","8.4","0.013","0.8"
"Junk Bay","JM3","1999-10-04","1","Bottom Water","0.5","0.078","<0.2","70","4.7","230","1200","0.05","0.023","0.021","8.4","0.8","31.5","0.86","2","9.6","27.3","0.15","0.21","0.28","0.04","9.1","0.01","1.7"
"Junk Bay","JM3","1999-11-01","1","Surface Water","0.7","0.23","2","68","4.6","180","560","0.056","0.026","0.033","7.8","<0.2","32","1.2","2","4.6","25.7","0.31","0.34","0.42","0.06","7.5","0.007","1"
"Junk Bay","JM3","1999-11-01","1","Middle Water","1.1","0.24","1","75","5.1","2400","8100","0.053","0.025","0.027","7.8","<0.2","32","1.2","2","4.6","25.7","0.32","0.33","0.41","0.06","8.9","0.007","1.2"
"Junk Bay","JM3","1999-11-01","1","Bottom Water","0.6","0.17","1.8","77","5.2","320","710","0.057","0.026","0.032","7.8","<0.2","32","1.2","2","5.7","25.7","0.25","0.23","0.31","0.06","8.8","0.005","0.6"
"Junk Bay","JM3","1999-12-01","1","Surface Water","0.9","0.14","1.2","78","5.7","35","73","0.09","0.031","0.034","7.8","1.1","31.4","0.97","3","3.6","21.8","0.26","0.31","0.43","0.04","7","0.003","0.5"
"Junk Bay","JM3","1999-12-01","1","Middle Water","0.9","0.14","1.6","81","5.9","48","88","0.088","0.031","0.027","7.8","0.4","31.4","0.96","3","4","21.8","0.26","0.33","0.45","0.04","7","0.003","<0.5"
"Junk Bay","JM3","1999-12-01","1","Bottom Water","1.1","0.14","1.3","84","6.1","60","110","0.089","0.031","0.03","7.8","0.8","31.3","1","3","3.5","21.7","0.26","0.29","0.41","0.04","7.2","0.003","0.5"
"Junk Bay","JM3","2000-01-03","1","Surface Water","1.5","0.097","12","83","6.7","1000","2200","0.17","0.022","0.022","7.8","7","30.7","0.51","2.8","3","17.1","0.29","0.42","0.61","0.06","6","0.002","0.9"
"Junk Bay","JM3","2000-01-03","1","Middle Water","1.4","0.1","11","87","7","2300","4100","0.17","0.022","0.028","7.8","7","30.7","0.58","2.8","4.3","17.1","0.29","0.41","0.6","0.06","6.2","0.002","1"
"Junk Bay","JM3","2000-01-03","1","Bottom Water","0.6","0.051","3.8","85","6.8","680","960","0.13","0.014","0.02","7.8","1","31.1","0.88","2.8","3.8","17.1","0.2","0.25","0.39","0.04","6.9","0.001","0.6"
"Junk Bay","JM3","2000-02-10","1","Surface Water","0.6","0.18","2.6","68","5.5","3100","4200","0.09","0.015","0.044","7.9","<0.2","31.7","0.92","3","1.6","16","0.29","0.42","0.53","0.06","5.2","0.003","<0.5"
"Junk Bay","JM3","2000-02-10","1","Middle Water","0.7","0.17","1.7","73","5.9","2900","6100","0.089","0.015","0.034","7.9","<0.2","31.7","0.93","3","1.6","15.9","0.27","0.34","0.44","0.05","5.2","0.003","<0.5"
"Junk Bay","JM3","2000-02-10","1","Bottom Water","0.7","0.16","1.6","72","5.9","3300","4900","0.091","0.014","0.03","7.9","<0.2","31.7","0.91","3","2","15.9","0.27","0.33","0.44","0.05","5.7","0.003","<0.5"
"Junk Bay","JM3","2000-03-01","1","Surface Water","<0.1","0.095","1.6","80","6.7","140","160","0.17","0.014","0.03","8","<0.2","30.9","1.4","3","1.9","14.6","0.28","0.22","0.4","0.04","5.7","0.002","<0.5"
"Junk Bay","JM3","2000-03-01","1","Middle Water","<0.1","0.018","1.5","87","7.3","190","210","0.2","0.019","0.037","8","<0.2","30.9","1.6","3","2.9","14.6","0.24","0.29","0.51","0.04","5.5","0.001","0.6"
"Junk Bay","JM3","2000-03-01","1","Bottom Water","<0.1","0.049","1.1","88","7.4","390","570","0.17","0.016","0.032","8","<0.2","31","1.4","3","3.8","14.6","0.24","0.27","0.46","0.04","6.4","0.001","<0.5"
"Junk Bay","JM3","2000-04-06","1","Surface Water","0.6","0.11","1.8","76","5.8","1000","3500","0.034","0.009","0.019","8","<0.2","31.7","0.26","4","1.6","19.5","0.15","0.25","0.29","0.04","5.5","0.004","<0.5"
"Junk Bay","JM3","2000-04-06","1","Middle Water","1","0.15","1.1","85","6.4","3100","6900","0.042","0.009","0.023","8","0.5","31.7","0.38","4","1.8","19.5","0.2","0.31","0.36","0.05","5.6","0.004","<0.5"
"Junk Bay","JM3","2000-04-06","1","Bottom Water","0.8","0.15","1.7","81","6.2","3400","5200","0.047","0.009","0.023","8","<0.2","31.8","0.33","4","2.5","19.5","0.21","0.37","0.43","0.05","5.7","0.004","0.7"
"Junk Bay","JM3","2000-05-03","1","Surface Water","1.3","0.18","1","71","5","630","1200","0.045","0.012","0.026","7.9","<0.2","32","0.72","3","1.4","23.4","0.24","0.28","0.34","0.04","5.3","0.006","<0.5"
"Junk Bay","JM3","2000-05-03","1","Middle Water","1.1","0.15","0.7","74","5.3","750","2500","0.046","0.006","0.029","8","<0.2","32.1","0.7","3","1.8","23.4","0.2","0.22","0.27","0.04","5.5","0.005","<0.5"
"Junk Bay","JM3","2000-05-03","1","Bottom Water","0.3","0.091","0.9","80","5.6","680","2100","0.016","0.012","0.018","8","<0.2","32.7","0.58","3","5.3","23.3","0.12","0.14","0.17","0.03","6.8","0.004","0.8"
"Junk Bay","JM3","2000-06-02","1","Surface Water","1","0.12","10","75","5","23","100","0.075","0.011","0.018","8","<0.2","30.8","0.18","2.5","2.7","27.7","0.21","0.31","0.4","0.04","5.3","0.006","1.4"
"Junk Bay","JM3","2000-06-02","1","Middle Water","0.6","0.15","6","73","4.9","920","2900","0.059","0.02","0.023","8","<0.2","31.6","0.41","2.5","2.9","26.7","0.23","0.34","0.42","0.04","6.3","0.008","1.5"
"Junk Bay","JM3","2000-06-02","1","Bottom Water","0.9","0.11","3.6","65","4.4","1200","5300","0.039","0.016","0.019","8","<0.2","32.2","0.46","2.5","4.8","26.2","0.17","0.24","0.3","0.03","6.6","0.005","1.9"
"Junk Bay","JM3","2000-07-03","1","Surface Water","1.5","0.048","9.6","87","5.8","13","250","0.12","0.017","0.032","8.1","1.9","28.7","0.2","3","2.3","27.6","0.19","0.25","0.39","0.04","5.5","0.003","1.3"
"Junk Bay","JM3","2000-07-03","1","Middle Water","1.5","0.091","7.4","89","6","91","140","0.14","0.02","0.011","8","4.1","29.4","0.38","3","2.7","26.6","0.25","0.26","0.42","0.03","5.6","0.005","1.5"
"Junk Bay","JM3","2000-07-03","1","Bottom Water","1.6","0.13","5.7","75","5.2","270","670","0.14","0.027","0.03","7.9","4.9","31.2","0.61","3","4.8","24.8","0.3","0.32","0.49","0.05","6.8","0.005","1.9"
"Junk Bay","JM3","2000-08-02","1","Surface Water","0.6","0.14","0.5","48","3.3","1600","4200","0.11","0.028","0.036","7.9","0.8","31.1","1","2","2.8","24.5","0.28","0.3","0.44","0.05","6.2","0.004","0.6"
"Junk Bay","JM3","2000-08-02","1","Middle Water","0.4","0.13","0.5","53","3.7","2900","5600","0.1","0.028","0.028","7.9","0.4","33.1","1","2","3.2","23.5","0.26","0.22","0.35","0.04","6.9","0.004","0.6"
"Junk Bay","JM3","2000-08-02","1","Bottom Water","0.5","0.057","0.5","58","4.1","790","2200","0.05","0.016","0.024","7.9","0.8","33.9","0.78","2","6.6","23","0.12","0.13","0.2","0.03","11","0.002","1"
"Junk Bay","JM3","2000-09-04","1","Surface Water","0.8","0.29","0.7","62","4.2","470","1300","0.12","0.025","0.044","7.9","<0.2","31.1","1.3","2.5","1.3","26.1","0.44","0.5","0.65","0.06","13.5","0.011","0.7"
"Junk Bay","JM3","2000-09-04","1","Middle Water","0.7","0.27","1.7","59","4","2400","5800","0.12","0.023","0.043","7.9","<0.2","31.2","1.3","2.5","1.2","26","0.41","0.42","0.56","0.07","13.7","0.011","<0.5"
"Junk Bay","JM3","2000-09-04","1","Bottom Water","0.7","0.26","0.6","57","3.8","1700","4600","0.11","0.021","0.038","8","<0.2","31.3","1.2","2.5","3.3","26","0.39","0.42","0.55","0.06","16.1","0.012","0.6"
"Junk Bay","JM3","2000-10-04","1","Surface Water","1","0.24","5.8","79","5.2","470","1700","0.062","0.036","0.03","8.3","0.4","31.7","0.74","2.5","3.2","28.2","0.34","0.37","0.47","0.06","14.7","0.023","0.6"
"Junk Bay","JM3","2000-10-04","1","Middle Water","0.9","0.24","11","75","4.9","1200","4200","0.054","0.034","0.047","8.3","<0.2","31.9","0.89","2.5","3.4","28","0.33","0.39","0.48","0.06","14.5","0.023","0.7"
"Junk Bay","JM3","2000-10-04","1","Bottom Water","0.8","0.19","3.8","72","4.7","1600","4500","0.042","0.034","0.043","8.4","<0.2","32.7","0.87","2.5","3.6","27.7","0.27","0.34","0.42","0.05","21.1","0.021","0.9"
"Junk Bay","JM3","2000-11-14","1","Surface Water","0.9","0.2","<0.2","66","4.6","180","520","0.063","0.028","0.044","7.3","<0.2","32.6","1.2","3","1.9","23.3","0.29","0.44","0.53","0.06","5.4","0.002","0.6"
"Junk Bay","JM3","2000-11-14","1","Middle Water","0.5","0.18","0.8","66","4.7","630","1300","0.063","0.027","0.042","7.4","<0.2","32.6","1.1","3","3.9","23.1","0.27","0.47","0.56","0.06","7.6","0.002","0.8"
"Junk Bay","JM3","2000-11-14","1","Bottom Water","0.5","0.14","<0.2","71","5.1","480","1100","0.063","0.026","0.031","7.6","1.4","32.7","1.2","3","5.2","23","0.23","0.29","0.38","0.05","10.2","0.002","1.1"
"Junk Bay","JM3","2000-12-01","1","Surface Water","0.7","0.27","3.4","62","4.5","520","1100","0.12","0.017","0.057","7.7","<0.2","32.4","1.3","2.8","1.6","22.1","0.41","0.51","0.65","0.09","5.4","0.005","0.5"
"Junk Bay","JM3","2000-12-01","1","Middle Water","0.6","0.26","2.8","66","4.8","1000","2000","0.11","0.015","0.048","7.7","<0.2","32.4","1.3","2.8","1.6","21.9","0.39","0.48","0.61","0.09","6.1","0.005","<0.5"
"Junk Bay","JM3","2000-12-01","1","Bottom Water","0.6","0.23","2.8","69","5","800","2200","0.11","0.016","0.056","7.7","<0.2","32.4","1.3","2.8","1.6","21.9","0.36","0.39","0.52","0.08","6.1","0.004","0.7"
"Junk Bay","JM3","2001-01-03","1","Surface Water","1.2","0.25","4.4","93","7.2","80","140","0.14","0.017","0.016","7.8","1.1","31.2","1.2","3","2.2","19","0.41","0.36","0.52","0.06","6.6","0.004","0.7"
"Junk Bay","JM3","2001-01-03","1","Middle Water","0.8","0.24","3.7","92","7.1","200","280","0.13","0.016","0.019","7.8","<0.2","31.2","1.2","3","2.1","18.9","0.39","0.35","0.5","0.06","5.4","0.004","0.8"
"Junk Bay","JM3","2001-01-03","1","Bottom Water","0.8","0.19","3.4","89","6.9","240","420","0.13","0.015","0.027","7.8","0.3","31.3","1.2","3","1.8","18.9","0.34","0.33","0.48","0.05","5.4","0.004","0.9"
"Junk Bay","JM3","2001-02-01","1","Surface Water","0.9","0.26","0.5","55","4.4","2900","5100","0.13","0.028","0.051","8.1","<0.2","31.7","1.1","1.9","2.2","16.8","0.42","0.43","0.59","0.07","7","0.008","0.6"
"Junk Bay","JM3","2001-02-01","1","Middle Water","0.8","0.24","0.3","65","5.2","4400","5900","0.12","0.028","0.058","8.1","<0.2","31.8","1","1.9","2.3","16.7","0.39","0.4","0.55","0.06","7.6","0.008","0.7"
"Junk Bay","JM3","2001-02-01","1","Bottom Water","0.5","0.17","0.8","71","5.7","460","650","0.12","0.028","0.038","8.2","<0.2","31.9","1.1","1.9","3.1","16.7","0.32","0.28","0.43","0.05","8","0.006","0.8"
"Junk Bay","JM3","2001-03-01","1","Surface Water","0.7","0.18","2","85","6.7","34","90","0.072","0.013","0.03","8.5","<0.2","32.5","0.45","4","2.2","17.6","0.27","0.32","0.41","0.07","6.7","0.015","0.5"
"Junk Bay","JM3","2001-03-01","1","Middle Water","0.7","0.18","1.9","85","6.6","40","87","0.069","0.013","0.023","8.6","<0.2","32.5","0.43","4","1.9","17.6","0.26","0.27","0.35","0.05","6.8","0.015","<0.5"
"Junk Bay","JM3","2001-03-01","1","Bottom Water","0.8","0.18","2.5","84","6.6","89","160","0.069","0.012","0.033","8.6","<0.2","32.5","0.41","4","2.8","17.5","0.26","0.28","0.36","0.05","8.2","0.015","0.7"
"Junk Bay","JM3","2001-04-02","1","Surface Water","0.5","0.12","0.9","63","4.7","140","190","0.035","0.006","0.018","8.2","<0.2","33.5","0.67","2.5","1.8","20.4","0.16","0.21","0.25","0.03","7.6","0.005","<0.5"
"Junk Bay","JM3","2001-04-02","1","Middle Water","0.5","0.1","1","83","6.1","500","1200","0.029","0.006","0.019","8.2","<0.2","33.5","0.64","2.5","2","20.3","0.14","0.15","0.19","0.03","7.8","0.005","<0.5"
"Junk Bay","JM3","2001-04-02","1","Bottom Water","0.4","0.06","0.9","87","6.4","200","350","0.007","0.008","0.009","8.2","<0.2","33.8","0.61","2.5","4.9","20.3","0.08","0.11","0.13","0.03","8.7","0.003","0.8"
"Junk Bay","JM3","2001-05-03","1","Surface Water","0.8","0.18","5.1","59","4.1","150","720","0.075","0.012","0.027","8.2","1.8","33","0.59","3.5","1.3","23.4","0.27","0.28","0.37","0.05","5.4","0.01","0.8"
"Junk Bay","JM3","2001-05-03","1","Middle Water","0.7","0.14","3.3","78","5.5","540","1700","0.052","0.008","0.021","8.2","2.2","33","0.56","3.5","2.2","23.3","0.2","0.23","0.29","0.04","5.5","0.008","0.7"
"Junk Bay","JM3","2001-05-03","1","Bottom Water","0.5","0.11","3.4","83","5.9","510","1400","0.061","0.008","0.016","8.2","1","33.3","0.52","3.5","2.6","23.2","0.18","0.19","0.26","0.04","6.9","0.007","1"
"Junk Bay","JM3","2001-06-01","1","Surface Water","0.8","0.087","1.1","92","6.1","74","200","0.034","0.009","0.011","8.3","0.3","30.9","0.2","3","1.5","27.6","0.13","0.21","0.25","0.03","5.4","0.009","0.6"
"Junk Bay","JM3","2001-06-01","1","Middle Water","1","0.088","1.9","93","6.1","38","200","0.035","0.008","0.009","8.3","<0.2","31","0.26","3","1.5","27.6","0.13","0.19","0.23","0.03","5.6","0.009","0.5"
"Junk Bay","JM3","2001-06-01","1","Bottom Water","0.7","0.094","1.1","88","5.8","390","1100","0.018","0.007","0.01","8.3","0.5","31","0.29","3","4.1","27.5","0.12","0.22","0.25","0.03","7.5","0.01","0.8"
"Junk Bay","JM3","2001-08-10","1","Surface Water","2.3","0.035","13","92","6.2","1300","1800","0.063","0.013","0.009","8.4","2.6","27.7","0.09","2","2.3","28.1","0.11","0.26","0.34","0.03","6.2","0.005","1"
"Junk Bay","JM3","2001-08-10","1","Middle Water","2.3","0.051","16","107","7.2","120","290","0.068","0.012","0.01","8.4","4.3","28.1","0.08","2","2.8","27.7","0.13","0.27","0.35","0.02","6.4","0.006","0.7"
"Junk Bay","JM3","2001-08-10","1","Bottom Water","1.7","0.085","18","88","6","1100","2600","0.079","0.013","0.007","8.3","2.8","29.2","0.09","2","2.7","26.9","0.18","0.3","0.39","0.03","6.6","0.008","0.9"
"Junk Bay","JM3","2001-09-06","1","Surface Water","0.5","0.15","<0.2","62","4.1","390","1900","0.055","0.019","0.015","8","0.6","30.5","1.2","3.5","1.4","27.2","0.22","0.3","0.37","0.06","6.3","0.008","<0.5"
"Junk Bay","JM3","2001-09-06","1","Middle Water","0.5","0.045","0.9","69","4.6","380","1200","0.02","0.013","0.01","8.1","<0.2","31.9","0.75","3.5","3.8","27.2","0.08","0.12","0.15","0.03","7","0.003","<0.5"
"Junk Bay","JM3","2001-09-06","1","Bottom Water","0.4","0.045","<0.2","81","5.3","250","850","0.017","0.012","0.007","8.1","1.8","32.4","0.73","3.5","6.4","27.3","0.07","0.12","0.15","0.03","12.5","0.003","1"
"Junk Bay","JM3","2001-10-03","1","Surface Water","0.7","0.14","4.7","81","5.3","260","440","0.021","0.009","0.015","8.4","<0.2","31.5","0.17","2.5","4.5","28.3","0.17","0.3","0.33","0.04","8.3","0.018","0.8"
"Junk Bay","JM3","2001-10-03","1","Middle Water","0.7","0.14","1.8","81","5.3","390","830","0.028","0.009","0.013","8.4","5.4","31.5","0.19","2.5","31","28.2","0.18","0.36","0.4","0.07","8.3","0.018","3.3"
"Junk Bay","JM3","2001-10-03","1","Bottom Water","0.8","0.14","1.5","85","5.5","310","550","0.018","0.01","0.014","8.4","8.4","31.6","0.28","2.5","10","28.2","0.17","0.28","0.31","0.04","7.7","0.019","1.3"
"Junk Bay","JM3","2001-11-01","1","Surface Water","1.5","0.16","11","88","6","430","4700","0.043","0.019","0.016","8.1","3.9","31.8","0.14","2","2.7","26.1","0.22","0.4","0.46","0.05","6.4","0.01","1"
"Junk Bay","JM3","2001-11-01","1","Middle Water","1.3","0.19","14","80","5.5","480","880","0.046","0.019","0.028","8.1","1.7","31.9","0.24","2","2.9","25.8","0.26","0.39","0.46","0.06","7","0.011","1"
"Junk Bay","JM3","2001-11-01","1","Bottom Water","1","0.14","13","83","5.6","89","480","0.049","0.016","0.019","8.1","1.1","31.9","0.17","2","2","25.7","0.21","0.31","0.38","0.04","6.6","0.009","0.8"
"Junk Bay","JM3","2001-12-03","1","Surface Water","0.3","0.17","2.6","60","4.4","480","840","0.086","0.037","0.018","8","0.4","31.9","0.54","3","4.1","21.6","0.29","0.4","0.52","0.04","7.8","0.006","1"
"Junk Bay","JM3","2001-12-03","1","Middle Water","0.2","0.14","3.2","69","5.1","460","760","0.081","0.036","0.013","8","<0.2","32","0.66","3","5.2","21.6","0.26","0.37","0.49","0.04","9","0.005","0.9"
"Junk Bay","JM3","2001-12-03","1","Bottom Water","0.2","0.11","3.3","73","5.4","410","650","0.077","0.041","0.015","8.1","0.8","32.1","0.68","3","11","21.5","0.23","0.35","0.47","0.05","12.4","0.004","1.8"
"Junk Bay","JM3","2002-01-02","1","Surface Water","0.8","0.25","1.6","88","7","450","610","0.1","0.033","0.022","8.1","<0.2","32.7","0.87","2.5","2.6","17.4","0.38","0.36","0.49","0.04","13.3","0.008","0.6"
"Junk Bay","JM3","2002-01-02","1","Middle Water","0.8","0.25","1.8","89","7","520","670","0.099","0.03","0.011","8.1","<0.2","32.7","0.82","2.5","2.7","17.4","0.38","0.39","0.52","0.04","13.2","0.007","<0.5"
"Junk Bay","JM3","2002-01-02","1","Bottom Water","0.7","0.19","2.2","95","7.4","350","580","0.1","0.026","0.016","8.1","<0.2","32.9","0.74","2.5","6.2","17.4","0.32","0.35","0.48","0.04","14.3","0.006","0.6"
"Junk Bay","JM3","2002-02-18","1","Surface Water","2.2","0.13","4.3","90","7","220","360","0.049","0.011","0.012","8","0.2","32.8","0.54","1.5","1.6","17.7","0.19","0.28","0.34","0.03","16.3","0.003","<0.5"
"Junk Bay","JM3","2002-02-18","1","Middle Water","1.9","0.13","3.1","95","7.4","190","320","0.05","0.008","0.011","8","0.9","32.8","0.52","1.5","1.7","17.7","0.19","0.26","0.32","0.03","16.3","0.003","0.6"
"Junk Bay","JM3","2002-02-18","1","Bottom Water","1.9","0.14","3.4","95","7.5","130","210","0.053","0.011","0.014","8","0.9","32.9","0.5","1.5","1.7","17.6","0.2","0.3","0.36","0.03","16.6","0.004","0.5"
"Junk Bay","JM3","2002-03-18","1","Surface Water","0.4","0.16","0.8","84","6.2","370","430","0.041","0.008","0.028","8","<0.2","33.5","0.64","2","2.9","20.9","0.21","0.25","0.3","0.03","6.5","0.005","<0.5"
"Junk Bay","JM3","2002-03-18","1","Middle Water","0.4","0.14","1","84","6.1","170","250","0.035","0.007","0.021","8","<0.2","33.6","0.61","2","2.1","20.8","0.18","0.23","0.27","0.03","6.2","0.005","<0.5"
"Junk Bay","JM3","2002-03-18","1","Bottom Water","0.3","0.12","0.9","85","6.3","34","76","0.036","0.006","0.008","8","<0.2","33.7","0.63","2","9","20.8","0.16","0.2","0.24","0.02","5.9","0.004","1.2"
"Junk Bay","JM3","2002-04-15","1","Surface Water","0.5","0.076","2.3","95","6.7","58","94","0.03","0.006","0.017","8.1","<0.2","33.3","0.24","2.5","1.8","22.9","0.11","0.13","0.17","0.02","6.2","0.003","<0.5"
"Junk Bay","JM3","2002-04-15","1","Middle Water","0.6","0.07","2.3","95","6.7","35","47","0.031","0.006","0.01","8.1","<0.2","33.4","0.21","2.5","2.4","22.9","0.11","0.11","0.15","<0.02","6.1","0.003","0.5"
"Junk Bay","JM3","2002-04-15","1","Bottom Water","0.5","0.035","3.2","94","6.7","49","84","0.012","0.002","0.008","8.2","0.7","33.7","0.28","2.5","7.4","22.6","0.05","0.12","0.13","<0.02","8.5","0.002","1.3"
"Junk Bay","JM3","2002-05-15","1","Surface Water","0.5","0.19","1.7","77","5","3","20","0.07","0.012","0.016","7.9","<0.2","32.9","0.63","3","2","27.3","0.27","0.28","0.36","0.04","6.4","0.008","0.7"
"Junk Bay","JM3","2002-05-15","1","Middle Water","0.4","0.15","1.5","74","4.9","80","140","0.054","0.01","0.021","7.9","<0.2","33.3","0.56","3","2.7","26.9","0.21","0.25","0.31","0.03","7.3","0.006","0.8"
"Junk Bay","JM3","2002-05-15","1","Bottom Water","0.2","0.096","1.4","75","4.9","140","410","0.034","0.006","0.017","8","<0.2","33.6","0.57","3","3.3","26.8","0.14","0.16","0.2","0.02","7.2","0.004","0.9"
"Junk Bay","JM3","2002-06-17","1","Surface Water","3.1","0.033","30","130","8.6","25","230","0.14","0.023","<0.002","8","9.2","29.7","0.44","1","4.4","27.9","0.2","0.29","0.45","0.03","7.4","0.002","1.9"
"Junk Bay","JM3","2002-06-17","1","Middle Water","2.8","0.023","20","124","8.3","69","530","0.22","0.038","<0.002","8","6","30.1","0.66","1","4","27.3","0.28","0.26","0.52","0.04","7.4","0.001","1.5"
"Junk Bay","JM3","2002-06-17","1","Bottom Water","1.7","0.01","5.8","79","5.5","52","120","0.2","0.046","0.002","7.9","2.1","33.9","0.7","1","4.4","24.2","0.26","0.12","0.37","0.02","8.9","0.001","0.6"
"Junk Bay","JM3","2002-07-15","1","Surface Water","2.8","0.011","7.6","135","8.8","37","63","0.003","0.003","0.004","7.7","2.8","31.4","0.08","3.5","2.2","28.4","0.02","0.26","0.27","0.03","6.2","0.001","1.6"
"Junk Bay","JM3","2002-07-15","1","Middle Water","2","0.019","10","131","8.6","15","52","0.014","0.006","0.004","7.7","4.1","31.5","0.13","3.5","3.7","27.8","0.04","0.22","0.24","0.02","6.4","0.001","1.6"
"Junk Bay","JM3","2002-07-15","1","Bottom Water","1.5","0.033","6.8","111","7.4","13","52","0.036","0.011","0.004","7.7","4.6","31.8","0.28","3.5","9","27","0.08","0.19","0.24","0.03","12","0.001","2"
"Junk Bay","JM3","2002-08-21","1","Surface Water","0.3","0.14","1.9","63","4.2","100","450","0.087","0.016","0.019","8.1","<0.2","29.7","0.7","1.5","3.9","27.9","0.24","0.33","0.43","0.03","14","0.009","0.8"
"Junk Bay","JM3","2002-08-21","1","Middle Water","0.3","0.11","1","81","5.4","120","280","0.064","0.012","0.015","8.1","0.2","29.8","0.62","1.5","4.6","27.9","0.19","0.23","0.31","0.03","14.3","0.007","0.9"
